1000
T Rho Ye Ym Mue Mum Mun Mup Un Up
4.6885506e+01 3.3952005e+14 2.4833536e-01 4.8127062e-02 1.9440291e+02 1.0931937e+02 9.3424931e+02 8.5353133e+02 2.2019486e+02 1.9262266e+02 
6.7936859e+00 3.7577736e+11 1.5825617e-01 9.7832281e-02 1.3044668e+01 8.6903470e+01 9.1247243e+02 9.0332243e+02 2.4952988e-01 1.8347261e-01 
5.2273205e+01 3.3451302e+14 2.3426516e-01 5.7714444e-03 1.8049981e+02 1.6895149e+01 9.3315606e+02 8.2279672e+02 2.1934630e+02 1.8372941e+02 
7.2803965e+00 1.4552901e+12 1.0172277e-01 5.4028901e-02 2.1035548e+01 9.0414084e+01 9.2006953e+02 9.0352242e+02 9.6877865e-01 6.1414077e-01 
1.1495374e+01 1.0312424e+13 9.8951876e-02 5.8041882e-02 4.3633145e+01 9.7353533e+01 9.2111074e+02 8.9022027e+02 6.4424809e+00 3.9988685e+00 
4.2892956e+01 1.5585718e+14 2.0647690e-01 7.8636694e-02 1.2789099e+02 1.0368699e+02 8.9319108e+02 8.2091388e+02 1.0546139e+02 8.2183276e+01 
3.6269836e+01 9.7174667e+13 1.9700432e-01 6.4174248e-03 1.0724289e+02 1.8310990e+01 8.9604618e+02 8.1300383e+02 6.6875600e+01 4.5603708e+01 
9.5168266e+00 1.2599291e+13 7.0656709e-02 7.7774768e-02 4.3640191e+01 1.0806053e+02 9.2819034e+02 8.9783529e+02 7.5793593e+00 4.5603816e+00 
2.6277466e+01 6.7149532e+14 2.4027596e-01 4.5859062e-02 2.7266566e+02 1.7838572e+02 1.0618285e+03 9.7804770e+02 4.2095438e+02 4.0249920e+02 
2.5286594e+01 9.7490188e+13 1.2227871e-01 1.8024449e-02 1.0011117e+02 7.8407639e+01 9.2299053e+02 8.3766314e+02 6.9313308e+01 4.3625480e+01 
1.0382739e+01 1.1237139e+13 8.3025038e-02 4.5939936e-02 4.3408706e+01 9.8436774e+01 9.2555334e+02 8.9256123e+02 7.1798489e+00 4.3058415e+00 
4.2350834e+01 1.4895173e+14 2.0918941e-01 7.4711096e-02 1.2665634e+02 1.0024903e+02 8.9220113e+02 8.2071316e+02 1.0054883e+02 7.7882761e+01 
3.9273617e+01 4.4823134e+14 2.4593997e-01 7.4897138e-02 2.2681019e+02 1.6507670e+02 9.7120709e+02 9.0229308e+02 2.8503231e+02 2.6292878e+02 
5.2193054e+01 5.5980433e+14 2.3447321e-01 2.7069485e-02 2.2811575e+02 9.2594687e+01 1.0086655e+03 9.0341851e+02 3.5364215e+02 3.2807862e+02 
7.8815436e+00 3.8578534e+12 8.2703136e-02 2.5678650e-02 2.9504561e+01 8.9991917e+01 9.2509892e+02 9.0027555e+02 2.5804790e+00 1.5299231e+00 
6.8952184e+00 1.2229697e+12 1.0385568e-01 8.0772910e-02 2.0026384e+01 9.3504477e+01 9.2022175e+02 9.0627458e+02 7.9331150e-01 5.1842345e-01 
6.7586536e+00 9.6985036e+11 1.1605016e-01 5.1119271e-02 1.9013058e+01 8.9128762e+01 9.1954616e+02 9.0530670e+02 6.4966811e-01 4.1964420e-01 
5.5556759e+01 3.7656971e+14 2.1184084e-01 8.6545713e-02 1.7703723e+02 1.3219429e+02 9.3387178e+02 8.4678285e+02 2.4246400e+02 2.1562774e+02 
4.7041180e+01 1.9779552e+14 2.1597321e-01 5.9350859e-02 1.4071318e+02 9.1413279e+01 8.9919138e+02 8.1609699e+02 1.3521957e+02 1.0735958e+02 
4.9639877e+01 3.2853409e+14 2.4429801e-01 5.3919847e-02 1.8639205e+02 1.0744247e+02 9.2705552e+02 8.4548938e+02 2.1351882e+02 1.8610547e+02 
8.3761024e+00 5.4840970e+12 7.9653203e-02 3.5803091e-02 3.3285882e+01 9.4190170e+01 9.2593810e+02 8.9915484e+02 3.5857608e+00 2.1278417e+00 
7.1172023e+00 9.8673761e+11 1.1351635e-01 5.3310134e-02 1.8361628e+01 8.8070446e+01 9.1808829e+02 9.0330655e+02 6.6588146e-01 4.3207973e-01 
1.9567123e+01 5.4951587e+14 2.5446746e-01 8.6708062e-02 2.6297510e+02 2.0782430e+02 1.0087764e+03 9.5198826e+02 3.4564784e+02 3.2878717e+02 
2.5599352e+01 8.2114876e+14 2.3137945e-01 6.2135771e-02 2.8920637e+02 2.0692654e+02 1.1293575e+03 1.0429436e+03 5.1305523e+02 5.0032329e+02 
4.7267464e+01 2.6894565e+14 1.8823741e-01 3.8495681e-02 1.5287597e+02 8.4489356e+01 9.2259956e+02 8.1504604e+02 1.8019544e+02 1.4318408e+02 
1.9486046e+01 5.6274027e+14 2.5804418e-01 8.3520275e-02 2.6646113e+02 2.0711067e+02 1.0135478e+03 9.5649659e+02 3.5396587e+02 3.3751793e+02 
2.9771982e+01 6.5527974e+14 2.4013707e-01 7.9520904e-02 2.6795503e+02 2.0410533e+02 1.0494595e+03 9.7874896e+02 4.1066295e+02 3.9467983e+02 
3.8449795e+01 1.0024079e+14 2.2214033e-01 5.6006354e-02 1.1229022e+02 7.9663442e+01 8.8493723e+02 8.2190463e+02 6.5871298e+01 4.9352378e+01 
5.7190575e+01 3.9058426e+14 2.2126801e-01 1.4069312e-02 1.8162083e+02 3.5589230e+01 9.4531454e+02 8.2584973e+02 2.5300045e+02 2.1772265e+02 
2.7253334e+01 9.2834250e+13 1.3790558e-01 6.8470951e-02 1.0061268e+02 1.1225530e+02 9.1348571e+02 8.4462805e+02 6.2694633e+01 4.2552751e+01 
2.3464563e+01 7.7375668e+14 2.3516530e-01 9.6161963e-02 2.8603974e+02 2.3274423e+02 1.1006768e+03 1.0323181e+03 4.8362762e+02 4.7207176e+02 
2.2670044e+01 7.5882367e+13 1.1479492e-01 1.3560789e-02 9.0315976e+01 7.3105298e+01 9.2257816e+02 8.4469750e+02 5.3774975e+01 3.3065022e+01 
6.1143241e+00 1.6087604e+11 1.9966428e-01 2.0187742e-02 9.5729667e+00 7.4862630e+01 9.1143920e+02 9.0207228e+02 1.1178833e-01 7.9512742e-02 
5.1357460e+01 2.8414339e+14 2.0790565e-01 1.7643106e-02 1.5844866e+02 4.2770885e+01 9.2086570e+02 8.0719126e+02 1.8945007e+02 1.5190433e+02 
2.9388983e+01 8.1440492e+14 2.3043193e-01 5.2229430e-02 2.8563892e+02 1.9237790e+02 1.1270621e+03 1.0352874e+03 5.0873975e+02 4.9506470e+02 
2.7125841e+01 9.2680999e+13 1.3716120e-01 9.8951186e-02 1.0046691e+02 1.2541444e+02 9.1142770e+02 8.5036465e+02 6.1066886e+01 4.2947489e+01 
3.8789833e+01 1.9190655e+14 1.6983041e-01 6.7358020e-02 1.3507518e+02 1.1574571e+02 9.1635499e+02 8.2718964e+02 1.3252876e+02 1.0040434e+02 
1.6675915e+01 4.1374439e+13 9.3804158e-02 9.6986694e-02 6.9841199e+01 1.1966307e+02 9.2173761e+02 8.7693568e+02 2.5682953e+01 1.6578336e+01 
5.4412510e+01 3.8311595e+14 2.3205523e-01 4.3534895e-02 1.8841445e+02 9.2784111e+01 9.4082703e+02 8.4383703e+02 2.4718508e+02 2.1733946e+02 
5.3291817e+01 5.4080715e+14 2.3397933e-01 2.5614448e-02 2.2308992e+02 8.5009837e+01 1.0005499e+03 8.9385538e+02 3.4223191e+02 3.1565384e+02 
2.9517481e+01 1.2484473e+14 1.3790245e-01 3.9630051e-02 1.1185709e+02 9.8433916e+01 9.2003386e+02 8.3255485e+02 8.7616674e+01 5.8612170e+01 
2.7115414e+01 7.3119020e+14 2.4020843e-01 3.7107739e-02 2.8044167e+02 1.7108183e+02 1.0887056e+03 9.9866825e+02 4.5728665e+02 4.4027857e+02 
2.1532595e+01 6.5882711e+14 2.4463353e-01 7.6219569e-02 2.7522226e+02 2.0939199e+02 1.0520345e+03 9.8371800e+02 4.1271990e+02 3.9699709e+02 
5.6570954e+00 2.0818154e+11 1.6686821e-01 6.8844930e-02 1.0946194e+01 8.6315243e+01 9.1547988e+02 9.0710039e+02 1.4147651e-01 1.0158413e-01 
6.8312955e+00 4.5491857e+11 1.4706941e-01 9.1451071e-02 1.3990451e+01 8.7599178e+01 9.1368993e+02 9.0367972e+02 3.0275013e-01 2.1722460e-01 
2.3726871e+01 7.5322868e+14 2.3688461e-01 8.1328901e-02 2.8395635e+02 2.1978299e+02 1.0933708e+03 1.0202794e+03 4.7109236e+02 4.5800605e+02 
8.6876888e+00 4.9471512e+12 8.7277733e-02 9.8247553e-02 3.2677510e+01 1.0199057e+02 9.2296640e+02 9.0230240e+02 2.9371473e+00 1.8608032e+00 
7.2238874e+00 1.9302658e+12 9.3831316e-02 1.5761861e-02 2.3393558e+01 8.3593049e+01 9.2271660e+02 9.0204803e+02 1.3275731e+00 7.9779807e-01 
8.0090265e+00 2.1725826e+12 1.0900876e-01 8.3079854e-02 2.5410058e+01 9.4600851e+01 9.1941923e+02 9.0311703e+02 1.3657027e+00 8.9419810e-01 
2.5350458e+01 7.1391436e+14 2.4066134e-01 2.8035854e-02 2.7932653e+02 1.5920853e+02 1.0826431e+03 9.9022300e+02 4.4681646e+02 4.2845887e+02 
2.4236660e+01 6.8177220e+13 1.3064468e-01 8.4723088e-03 8.9026620e+01 5.3364727e+01 9.1665587e+02 8.4085048e+02 4.7737417e+01 2.9674753e+01 
7.1162791e+00 1.5455380e+12 9.7403556e-02 4.6986105e-02 2.1485144e+01 9.0443531e+01 9.2126035e+02 9.0404648e+02 1.0327619e+00 6.4429202e-01 
5.3137337e+01 5.7946491e+14 2.3273459e-01 5.5973123e-02 2.2957759e+02 1.3696963e+02 1.0119339e+03 9.1869183e+02 3.6527717e+02 3.4347572e+02 
3.0040621e+01 1.2794132e+14 1.4145905e-01 6.0371924e-02 1.1369754e+02 1.1318291e+02 9.1793617e+02 8.3666043e+02 8.8633984e+01 6.1156399e+01 
2.3170340e+01 3.1393254e+13 1.6730927e-01 1.9061130e-02 7.0325572e+01 5.8356448e+01 9.0157585e+02 8.4943163e+02 2.0421899e+01 1.3387291e+01 
2.2709358e+01 6.5769223e+14 2.4732600e-01 4.0320742e-02 2.7549215e+02 1.7498198e+02 1.0562527e+03 9.7467389e+02 4.1237611e+02 3.9357029e+02 
2.2704897e+01 6.4063403e+14 2.4796812e-01 6.5346142e-03 2.7323285e+02 1.0910445e+02 1.0542531e+03 9.6006407e+02 4.0249311e+02 3.7987708e+02 
6.8725448e+00 1.2556285e+11 2.4939594e-01 2.6506580e-02 8.0863333e+00 6.9918501e+01 9.0459516e+02 8.9649178e+02 8.5346924e-02 6.5258779e-02 
7.9030466e+00 4.0050048e+12 8.0560438e-02 1.6032559e-03 2.9626002e+01 6.7971412e+01 9.2568734e+02 8.9783411e+02 2.7871852e+00 1.6222051e+00 
1.6358891e+01 4.4980199e+14 2.6706353e-01 8.3167712e-02 2.5100087e+02 1.9699770e+02 9.7774462e+02 9.2783266e+02 2.8489666e+02 2.6665055e+02 
6.3281188e+00 4.1490671e+11 1.4044742e-01 9.0895365e-02 1.3712414e+01 8.9093235e+01 9.1581824e+02 9.0614125e+02 2.7652161e-01 1.9606614e-01 
4.1388752e+01 1.5214992e+14 1.9825609e-01 9.8134614e-02 1.2610478e+02 1.1705100e+02 8.9375886e+02 8.2699033e+02 1.0206773e+02 8.0331289e+01 
3.6140831e+01 5.9400814e+14 2.3974890e-01 6.3625761e-02 2.5337756e+02 1.7684704e+02 1.0257833e+03 9.4786078e+02 3.7367663e+02 3.5406758e+02 
6.6876826e+00 1.9686716e+11 2.0191781e-01 4.6786645e-02 1.0056418e+01 7.8005382e+01 9.0896133e+02 8.9993892e+02 1.3439112e-01 9.8969075e-02 
2.3991619e+01 3.6232884e+14 2.6136982e-01 9.2708992e-02 2.2701839e+02 1.8525230e+02 9.5311581e+02 9.0517752e+02 2.3161468e+02 2.1229902e+02 
6.5000005e+00 7.7624993e+11 1.2193754e-01 5.6351135e-02 1.7746654e+01 8.9343562e+01 9.1921266e+02 9.0628681e+02 5.1989417e-01 3.4112364e-01 
1.0913142e+01 2.1163250e+13 7.1757473e-02 8.1561535e-02 5.2700940e+01 1.1329609e+02 9.2883383e+02 8.9332995e+02 1.2787522e+01 7.7531800e+00 
2.2638460e+01 6.6482705e+14 2.4703470e-01 5.9490395e-02 2.7645239e+02 1.9510075e+02 1.0564957e+03 9.8213162e+02 4.1658384e+02 3.9975220e+02 
2.4501709e+01 6.6057966e+14 2.4514164e-01 8.5716660e-02 2.7407489e+02 2.1422484e+02 1.0508061e+03 9.8571386e+02 4.1361429e+02 3.9882946e+02 
2.6104851e+01 8.4616594e+13 1.3425633e-01 8.9377777e-02 9.6803223e+01 1.2054416e+02 9.1221169e+02 8.5100157e+02 5.5793906e+01 3.8485630e+01 
4.3397682e+01 2.3319839e+14 2.5380796e-01 4.9403334e-02 1.7043074e+02 9.9403979e+01 9.1228123e+02 8.4114001e+02 1.5739460e+02 1.3158049e+02 
4.5447823e+01 4.4623905e+14 2.4436031e-01 3.7682527e-02 2.1892936e+02 1.1417346e+02 9.7069128e+02 8.8193570e+02 2.8503103e+02 2.5785159e+02 
1.4323087e+01 3.8110432e+13 7.4251048e-02 3.5463706e-02 6.3748961e+01 1.0257586e+02 9.2851929e+02 8.7484495e+02 2.6076443e+01 1.5481662e+01 
4.4895741e+01 1.5961308e+14 2.3713070e-01 7.5609600e-02 1.3560753e+02 9.8082736e+01 8.8680509e+02 8.2227836e+02 1.0692021e+02 8.6261184e+01 
2.4952295e+01 4.7269783e+14 2.5369784e-01 4.1583045e-04 2.4626695e+02 2.6085537e+01 9.9453643e+02 9.0664448e+02 3.0157343e+02 2.7191411e+02 
2.4907585e+01 3.9255102e+14 2.5870553e-01 8.5614834e-02 2.3212991e+02 1.8434543e+02 9.6120966e+02 9.0872858e+02 2.5042311e+02 2.3024365e+02 
2.4976540e+01 5.5616760e+14 2.4902564e-01 9.8961245e-02 2.5913602e+02 2.1207529e+02 1.0092747e+03 9.5355752e+02 3.4968217e+02 3.3371070e+02 
2.7691740e+01 5.9250939e+14 2.4494363e-01 1.1900360e-02 2.6171391e+02 1.1490321e+02 1.0342083e+03 9.4107722e+02 3.7332851e+02 3.4885799e+02 
5.1034294e+01 5.3131010e+14 2.3698136e-01 2.5602662e-02 2.2553675e+02 8.9437877e+01 9.9854787e+02 8.9515027e+02 3.3660496e+02 3.1002677e+02 
7.4574862e+00 1.9071719e+12 1.0132133e-01 2.2697992e-03 2.3786036e+01 6.7851721e+01 9.2185645e+02 9.0030955e+02 1.3281821e+00 7.9693187e-01 
2.2702162e+01 7.1287954e+14 2.3942702e-01 8.5854908e-02 2.8014342e+02 2.2051687e+02 1.0741459e+03 1.0055048e+03 4.4599954e+02 4.3227832e+02 
2.9492727e+01 8.1665105e+14 2.3027895e-01 5.9075770e-02 2.8578368e+02 1.9969610e+02 1.1271337e+03 1.0381874e+03 5.1019971e+02 4.9703897e+02 
3.2738529e+01 1.2868303e+14 1.5687233e-01 2.2537130e-02 1.1562333e+02 7.1084180e+01 9.1539694e+02 8.2284707e+02 9.0547664e+01 6.0946698e+01 
8.6525612e+00 6.5849624e+12 7.7566884e-02 3.4102984e-02 3.5300463e+01 9.4567361e+01 9.2648170e+02 8.9778617e+02 4.3122386e+00 2.5475244e+00 
2.9155008e+01 6.4793098e+14 2.4071692e-01 9.5735032e-02 2.6753146e+02 2.1582423e+02 1.0442969e+03 9.8063509e+02 4.0607603e+02 3.9142460e+02 
8.3407269e+00 3.5099490e+12 9.4426334e-02 2.2846368e-02 2.9360872e+01 8.6449437e+01 9.2283005e+02 8.9858841e+02 2.3522952e+00 1.4160512e+00 
5.6502403e+01 3.7868002e+14 2.2545625e-01 1.5678213e-02 1.8159455e+02 3.9315955e+01 9.4126409e+02 8.2573399e+02 2.4558067e+02 2.1079398e+02 
4.5600754e+01 2.3826504e+14 2.5064114e-01 2.0052114e-02 1.6801475e+02 5.3876436e+01 9.1385434e+02 8.2807276e+02 1.6189646e+02 1.3162941e+02 
2.0219366e+01 5.8319113e+13 1.0865474e-01 6.1984210e-02 8.1456959e+01 1.1043498e+02 9.2011211e+02 8.6175268e+02 3.8760857e+01 2.4768927e+01 
3.7659420e+01 7.4849469e+14 2.3245847e-01 3.4986954e-02 2.7172156e+02 1.5372452e+02 1.0959643e+03 9.9698585e+02 4.6814328e+02 4.5095064e+02 
6.1913619e+00 1.8830462e+11 1.8930189e-01 8.1217926e-02 1.0160803e+01 8.3991856e+01 9.1147994e+02 9.0373514e+02 1.2656104e-01 9.5312310e-02 
6.8344769e+00 9.8729512e+11 1.1938896e-01 2.6176797e-02 1.9355919e+01 8.4270788e+01 9.1957932e+02 9.0395543e+02 6.7575175e-01 4.2712983e-01 
6.1273332e+00 1.3517781e+11 2.1591157e-01 8.9381314e-02 8.9063112e+00 8.2862687e+01 9.0956638e+02 9.0304681e+02 8.9844299e-02 7.0736373e-02 
3.4989990e+01 4.8090185e+14 2.4578875e-01 2.9181002e-02 2.3720383e+02 1.2758624e+02 9.9042230e+02 9.0461385e+02 3.0608670e+02 2.7926271e+02 
2.2679213e+01 3.0561766e+14 2.6725912e-01 5.4141406e-02 2.1619908e+02 1.5466221e+02 9.4572591e+02 8.9018578e+02 1.9850001e+02 1.7433836e+02 
8.3202839e+00 5.7950182e+12 7.6133579e-02 6.1867221e-02 3.3510538e+01 9.9903600e+01 9.2610162e+02 9.0120705e+02 3.6309811e+00 2.1844251e+00 
3.8830544e+01 1.2765149e+14 1.9320613e-01 2.1626499e-02 1.1771426e+02 5.1237099e+01 8.9997492e+02 8.1140184e+02 8.8463029e+01 6.2214377e+01 
5.5909149e+01 4.6451155e+14 2.2993717e-01 4.5982583e-02 2.0314178e+02 1.0405942e+02 9.6716584e+02 8.6762565e+02 2.9612704e+02 2.6865143e+02 
2.0318186e+01 4.9145516e+14 2.5739884e-01 8.1565769e-02 2.5363856e+02 1.9776093e+02 9.9058378e+02 9.3462410e+02 3.1062991e+02 2.9199407e+02 
3.7983780e+01 1.3794702e+14 2.6199460e-01 9.9290178e-02 1.4295786e+02 1.2025712e+02 8.8902569e+02 8.4655101e+02 8.8197469e+01 7.4312484e+01 
2.8811005e+01 1.1306742e+14 1.3857783e-01 1.2741549e-02 1.0810711e+02 6.1286300e+01 9.2023029e+02 8.2806623e+02 8.0394304e+01 5.1754691e+01 
3.8427490e+01 4.8768518e+14 2.4444221e-01 2.5997247e-02 2.3471452e+02 1.1562967e+02 9.9119307e+02 9.0116145e+02 3.1021794e+02 2.8303844e+02 
3.5927155e+01 1.6208576e+14 2.6283914e-01 8.0241673e-02 1.5669291e+02 1.2220129e+02 9.0179377e+02 8.5304680e+02 1.0621292e+02 8.8566336e+01 
7.8684011e+00 3.7174677e+12 8.3887875e-02 4.0889628e-02 2.9214236e+01 9.3592387e+01 9.2463444e+02 9.0150573e+02 2.4302537e+00 1.4599048e+00 
5.9569259e+00 2.9710110e+11 1.5307499e-01 8.8399044e-02 1.2391672e+01 8.8451612e+01 9.1571720e+02 9.0702711e+02 1.9892199e-01 1.4319987e-01 
2.7620317e+01 4.7551549e+14 2.5127357e-01 8.2231389e-02 2.4413380e+02 1.8956625e+02 9.8452962e+02 9.2487346e+02 3.0123076e+02 2.8149191e+02 
4.0101612e+01 1.8448235e+14 1.7704482e-01 5.4959384e-02 1.3323669e+02 1.0128368e+02 9.1283321e+02 8.2106874e+02 1.2771570e+02 9.5626079e+01 
6.6214609e+00 8.3769668e+11 1.1961548e-01 4.9366216e-02 1.8091878e+01 8.8454058e+01 9.1922065e+02 9.0553011e+02 5.6443405e-01 3.6638992e-01 
3.8648911e+01 1.3030854e+14 1.9079427e-01 7.5703628e-02 1.1848583e+02 1.0352728e+02 8.9598533e+02 8.2450673e+02 8.7822048e+01 6.5801170e+01 
2.3989399e+01 7.0310393e+14 2.4345924e-01 1.4471006e-02 2.7973730e+02 1.3460540e+02 1.0798113e+03 9.8374157e+02 4.4037563e+02 4.2068367e+02 
3.3575550e+01 6.0175002e+14 2.4098836e-01 1.8892744e-03 2.5726955e+02 3.8608184e+01 1.0376325e+03 9.3519136e+02 3.7876821e+02 3.5314388e+02 
5.2696507e+01 4.2301495e+14 2.3759992e-01 5.0204301e-02 2.0204783e+02 1.1106751e+02 9.5474969e+02 8.6395282e+02 2.7084306e+02 2.4367169e+02 
6.8425283e+00 1.0272957e+12 1.1566486e-01 4.9227281e-02 1.9424647e+01 8.8921051e+01 9.1958090e+02 9.0499261e+02 6.8827418e-01 4.4321883e-01 
2.5626530e+01 7.3285711e+14 2.3883648e-01 2.9255603e-02 2.8099187e+02 1.6190082e+02 1.0910822e+03 9.9750391e+02 4.5832734e+02 4.4065017e+02 
3.2713966e+01 7.8956249e+14 2.3115498e-01 5.1914660e-02 2.8050218e+02 1.8624955e+02 1.1138519e+03 1.0222858e+03 4.9308650e+02 4.7857819e+02 
7.0456476e+00 1.8408823e+12 9.1775313e-02 7.7822637e-02 2.2877221e+01 9.5763500e+01 9.2231806e+02 9.0626554e+02 1.1733357e+00 7.4352309e-01 
1.5559814e+01 2.1779844e+13 1.1096583e-01 4.5219473e-02 5.7824402e+01 9.4001165e+01 9.1796066e+02 8.7533446e+02 1.3961932e+01 8.7163949e+00 
5.3889641e+01 4.3876799e+14 2.3423274e-01 8.0490659e-02 2.0242695e+02 1.4114100e+02 9.5486038e+02 8.7522177e+02 2.7962132e+02 2.5640151e+02 
2.9219955e+01 9.5785455e+13 1.4857161e-01 8.0577156e-02 1.0278271e+02 1.1491652e+02 9.0859481e+02 8.4254114e+02 6.3847624e+01 4.4649317e+01 
4.2576763e+01 1.8641181e+14 1.9051506e-01 1.7448744e-02 1.3493846e+02 4.7012630e+01 9.1158930e+02 8.0728610e+02 1.3019182e+02 9.5129249e+01 
3.5403461e+01 1.2102309e+14 1.7393063e-01 8.6336311e-02 1.1391093e+02 1.1358636e+02 9.0055222e+02 8.3179113e+02 8.1156152e+01 5.9935387e+01 
8.3498821e+00 3.3657295e+12 9.6333846e-02 5.9540393e-02 2.9043084e+01 9.4456092e+01 9.2187631e+02 9.0109121e+02 2.1461115e+00 1.3377264e+00 
4.9285240e+01 2.8754766e+14 1.9475262e-01 8.4606920e-02 1.5748361e+02 1.2687677e+02 9.1794883e+02 8.3034599e+02 1.8923816e+02 1.5923174e+02 
2.5782688e+01 4.8051205e+14 2.5245810e-01 2.5477501e-02 2.4673042e+02 1.3851793e+02 9.9381925e+02 9.1420677e+02 3.0577243e+02 2.7938534e+02 
1.0762584e+01 1.5824616e+13 7.6399527e-02 9.4364037e-02 4.8047055e+01 1.1140351e+02 9.2641495e+02 8.9515545e+02 9.2950913e+00 5.7338439e+00 
4.7875591e+01 2.5389204e+14 1.9567153e-01 7.9317860e-02 1.5050822e+02 1.1880155e+02 9.1241610e+02 8.2593756e+02 1.6996293e+02 1.3995533e+02 
6.7511005e+00 1.0541091e+12 1.0486817e-01 9.6648027e-02 1.8844867e+01 9.4220269e+01 9.1969635e+02 9.0706865e+02 6.7800969e-01 4.5281836e-01 
7.0463085e+00 1.2391348e+12 1.0409903e-01 7.4391938e-02 1.9940508e+01 9.2463856e+01 9.1972935e+02 9.0523162e+02 8.1106486e-01 5.2770539e-01 
2.9940905e+01 6.5731448e+14 2.3988572e-01 8.1019217e-02 2.6803433e+02 2.0528144e+02 1.0500072e+03 9.7969323e+02 4.1184062e+02 3.9603104e+02 
5.5942871e+01 5.0233857e+14 2.2936644e-01 1.3746099e-03 2.1034412e+02 5.0111282e+00 9.8705354e+02 8.6413070e+02 3.1943357e+02 2.8767130e+02 
4.8506184e+01 4.1878350e+14 2.4412151e-01 7.1038963e-02 2.0925988e+02 1.4088904e+02 9.5406288e+02 8.7823762e+02 2.6729175e+02 2.4364593e+02 
6.2362819e+00 1.2034433e+11 2.2883101e-01 9.5817791e-02 8.3390033e+00 8.1985659e+01 9.0800358e+02 9.0199785e+02 7.9444241e-02 6.4096480e-02 
7.2557311e+00 1.6424829e+12 1.0214514e-01 9.1057531e-02 2.2469769e+01 9.5431719e+01 9.2046595e+02 9.0584998e+02 1.0367949e+00 6.7929568e-01 
1.1092514e+01 7.7403673e+12 1.0568661e-01 9.1922911e-02 3.9940799e+01 1.0061566e+02 9.1876924e+02 8.9422870e+02 4.6134492e+00 2.9951816e+00 
2.9170414e+01 4.3881845e+14 2.5144088e-01 1.9965136e-02 2.3604290e+02 1.1973138e+02 9.8086920e+02 8.9855546e+02 2.8089087e+02 2.5223637e+02 
4.7287777e+01 3.7578766e+14 2.4653943e-01 3.7940472e-02 2.0204886e+02 1.0099565e+02 9.4621338e+02 8.5896309e+02 2.4249710e+02 2.1378187e+02 
2.5763842e+01 3.7314240e+13 1.8220477e-01 8.8374533e-02 7.5818841e+01 9.4960750e+01 8.9290937e+02 8.5224558e+02 2.2555436e+01 1.6388887e+01 
3.5806828e+01 1.1725959e+14 1.7849489e-01 3.9315675e-02 1.1296104e+02 7.9096349e+01 9.0262957e+02 8.2078746e+02 8.0608626e+01 5.6456552e+01 
2.5188950e+01 6.0920055e+13 1.4239299e-01 6.3259951e-02 8.6533163e+01 1.0102595e+02 9.0834969e+02 8.4946257e+02 3.9823206e+01 2.6675879e+01 
2.2489916e+01 6.9636701e+14 2.4093284e-01 7.8531086e-02 2.7858866e+02 2.1372067e+02 1.0681967e+03 9.9783070e+02 4.3610790e+02 4.2142070e+02 
2.5135429e+01 2.7791093e+14 2.6293868e-01 5.3266497e-02 2.0597388e+02 1.4691372e+02 9.3935349e+02 8.8255302e+02 1.8177419e+02 1.5705898e+02 
1.7238005e+01 2.2811926e+13 1.2598513e-01 8.0721786e-02 6.0164084e+01 1.0159249e+02 9.1229145e+02 8.7448006e+02 1.3883563e+01 9.1867608e+00 
3.5718704e+01 1.3761456e+14 1.6952680e-01 2.4401040e-02 1.1929538e+02 6.7410323e+01 9.1121074e+02 8.1765210e+02 9.6379206e+01 6.6466280e+01 
2.6748461e+01 7.4218169e+14 2.3828900e-01 9.9208461e-02 2.8134918e+02 2.2947045e+02 1.0847497e+03 1.0193389e+03 4.6405023e+02 4.5208652e+02 
9.7051897e+00 7.4078434e+12 8.7901704e-02 5.3676824e-02 3.7834342e+01 9.7286535e+01 9.2378987e+02 8.9586913e+02 4.6814336e+00 2.8491995e+00 
7.2081032e+00 1.5188613e+12 1.0621477e-01 8.5967953e-02 2.2104557e+01 9.4533161e+01 9.2017205e+02 9.0575294e+02 9.6576563e-01 6.3378353e-01 
6.1422191e+00 1.5195251e+11 2.0300701e-01 1.4665206e-02 9.2483185e+00 7.2361700e+01 9.1095007e+02 9.0148667e+02 1.0580606e-01 7.5147087e-02 
9.6671600e+00 4.0703217e+12 1.1267516e-01 1.9240502e-02 3.2158328e+01 8.0742881e+01 9.1919192e+02 8.9354920e+02 2.7127017e+00 1.6685219e+00 
3.6358925e+01 1.3017901e+14 2.6339465e-01 7.4543694e-04 1.4182319e+02 2.9324540e+00 9.0104296e+02 8.3112731e+02 8.7616398e+01 6.5380539e+01 
2.1832747e+01 6.1343703e+14 2.5053850e-01 6.8811709e-02 2.7056886e+02 1.9932959e+02 1.0346999e+03 9.6728016e+02 3.8526134e+02 3.6799836e+02 
3.0195875e+01 6.9289211e+14 2.3759630e-01 1.9364528e-02 2.7204133e+02 1.3470711e+02 1.0745363e+03 9.7626568e+02 4.3422136e+02 4.1398118e+02 
2.2876654e+01 3.6730481e+13 1.5267569e-01 9.5032003e-02 7.3147212e+01 1.0366384e+02 9.0219248e+02 8.6042313e+02 2.2295528e+01 1.5646463e+01 
1.9631260e+01 2.3973243e+13 1.4710099e-01 5.8894745e-02 6.2619387e+01 8.9781746e+01 9.0621726e+02 8.6487112e+02 1.4922243e+01 9.9489272e+00 
