1000
T Rho Ye Ym Mue Mum Mun Mup Un Up
3.6591820e+01 4.0610677e+14 2.4912488e-01 9.4416320e-02 2.2201131e+02 1.7704704e+02 9.5759654e+02 8.9970151e+02 2.5868942e+02 2.3859120e+02 
2.7955431e+01 8.5734736e+13 1.4497197e-01 5.0665475e-02 9.8211742e+01 9.7967256e+01 9.1084041e+02 8.3970895e+02 5.8167843e+01 3.8882594e+01 
3.0564526e+01 1.4150837e+14 1.3914248e-01 4.0970604e-02 1.1740434e+02 1.0145291e+02 9.2229883e+02 8.3071355e+02 9.9579618e+01 6.7675407e+01 
6.8233061e+00 2.0896265e+11 2.0280661e-01 4.3896608e-02 1.0288542e+01 7.7193741e+01 9.0857675e+02 8.9931600e+02 1.4280995e-01 1.0493470e-01 
3.4089413e+01 8.6739624e+13 1.8811466e-01 2.5641237e-02 1.0216469e+02 5.7868474e+01 8.9621697e+02 8.2152029e+02 5.8691243e+01 4.0305200e+01 
1.8647438e+01 5.1310510e+13 1.0098150e-01 1.8128573e-02 7.6522403e+01 8.3918765e+01 9.2364816e+02 8.5875412e+02 3.5760270e+01 2.1591578e+01 
1.6812048e+01 4.4414639e+14 2.6621526e-01 1.2528055e-02 2.4944921e+02 1.2745276e+02 9.8509919e+02 9.1105533e+02 2.8383913e+02 2.5640130e+02 
5.2527149e+01 3.0339032e+14 2.1214905e-01 3.3755245e-02 1.6354830e+02 7.1041528e+01 9.2243030e+02 8.1610618e+02 2.0038923e+02 1.6555018e+02 
6.0531158e+00 1.8702746e+11 1.8679465e-01 1.6012800e-02 1.0268059e+01 7.4776862e+01 9.1283443e+02 9.0284166e+02 1.3068558e-01 9.0891826e-02 
6.0165930e+00 4.1178156e+11 1.3787551e-01 9.3117241e-02 1.4049425e+01 9.0508955e+01 9.1733512e+02 9.0797901e+02 2.7285099e-01 1.9250970e-01 
4.8629452e+01 2.3125725e+14 2.1271881e-01 7.9687869e-02 1.4857531e+02 1.1202130e+02 9.0361213e+02 8.2458908e+02 1.5627030e+02 1.2918572e+02 
1.7060198e+01 4.9672505e+13 8.7633230e-02 1.9548684e-02 7.2913822e+01 8.9525360e+01 9.2668314e+02 8.6292272e+02 3.4883691e+01 2.0776459e+01 
4.5402306e+01 1.8849595e+14 2.4413332e-01 3.8671322e-02 1.4868353e+02 7.2483196e+01 8.9854211e+02 8.2038405e+02 1.2853909e+02 1.0219857e+02 
3.9699978e+01 1.7327948e+14 2.5958022e-01 4.0603602e-02 1.5539366e+02 8.5877368e+01 9.0292785e+02 8.3684441e+02 1.1677563e+02 9.3522611e+01 
5.2206081e+01 5.1666182e+14 2.3624553e-01 8.3647028e-02 2.2101739e+02 1.5841807e+02 9.8388633e+02 9.0649363e+02 3.2659423e+02 3.0620448e+02 
6.7817550e+00 1.0434766e+12 1.1052050e-01 4.1850413e-02 1.9220726e+01 8.8147573e+01 9.2006729e+02 9.0481040e+02 7.0556377e-01 4.4781308e-01 
6.3458996e+00 5.2101487e+11 1.3135560e-01 2.3532222e-02 1.5052012e+01 8.1783413e+01 9.1780518e+02 9.0448372e+02 3.6338716e-01 2.3497640e-01 
5.3336632e+01 3.7196269e+14 2.3379238e-01 4.6044725e-02 1.8803555e+02 9.6844593e+01 9.3814950e+02 8.4431313e+02 2.4043159e+02 2.1097524e+02 
9.1086168e+00 6.2988333e+12 8.5435033e-02 4.1342431e-03 3.5503484e+01 7.2909912e+01 9.2527521e+02 8.9347625e+02 4.3243874e+00 2.5302927e+00 
3.4244873e+01 1.5949822e+14 1.5504909e-01 3.0202564e-02 1.2486624e+02 8.5093211e+01 9.2047067e+02 8.2208142e+02 1.1228290e+02 7.7978818e+01 
7.4620018e+00 1.9564887e+12 9.9769875e-02 2.6180978e-02 2.3898350e+01 8.6428056e+01 9.2172216e+02 9.0194271e+02 1.3239626e+00 8.0936246e-01 
2.3153530e+01 7.0615537e+14 2.4057832e-01 1.1276049e-02 2.7944982e+02 1.2767891e+02 1.0820610e+03 9.8356717e+02 4.4217782e+02 4.2209315e+02 
3.6648911e+01 7.3636718e+14 2.3321560e-01 9.8444929e-02 2.7125550e+02 2.1855310e+02 1.0806316e+03 1.0105910e+03 4.6041351e+02 4.4780011e+02 
4.4216019e+01 1.9379310e+14 2.5092322e-01 9.1113163e-02 1.5450771e+02 1.1956668e+02 8.9504863e+02 8.3912397e+02 1.2933087e+02 1.0982315e+02 
3.6373573e+01 1.3445233e+14 1.7391345e-01 3.9478301e-02 1.1842532e+02 8.3055580e+01 9.0728525e+02 8.2017519e+02 9.3253494e+01 6.5691856e+01 
2.2487934e+01 3.7029199e+13 1.4831486e-01 8.1531882e-02 7.2996973e+01 1.0065957e+02 9.0427188e+02 8.5964190e+02 2.2866679e+01 1.5690992e+01 
9.9769173e+00 1.5873317e+13 6.9910318e-02 1.9399351e-02 4.7291378e+01 9.3733408e+01 9.3012558e+02 8.9023185e+02 1.0742493e+01 6.2212758e+00 
3.6019894e+01 7.6400301e+14 2.3185961e-01 4.3067087e-02 2.7490953e+02 1.6901880e+02 1.1026346e+03 1.0071775e+03 4.7771993e+02 4.6169661e+02 
3.1109278e+01 7.7153538e+14 2.3631218e-01 5.7055893e-02 2.8155019e+02 1.9240735e+02 1.1044496e+03 1.0185093e+03 4.8234753e+02 4.6797581e+02 
1.8962601e+01 4.4984508e+14 2.6300496e-01 7.0245436e-02 2.4850295e+02 1.8674158e+02 9.7950902e+02 9.2328898e+02 2.8553039e+02 2.6515624e+02 
2.3063766e+01 6.2159816e+13 1.2606612e-01 8.8688317e-02 8.5534542e+01 1.1635908e+02 9.1292164e+02 8.5863758e+02 3.9989553e+01 2.6998069e+01 
4.4379475e+01 1.8847441e+14 2.0062393e-01 2.7590992e-02 1.3636432e+02 6.0438641e+01 9.0681356e+02 8.0840952e+02 1.3084409e+02 9.7998175e+01 
5.4914265e+00 1.1918572e+11 2.0258170e-01 6.0544406e-02 8.8275061e+00 8.3347784e+01 9.1322608e+02 9.0605200e+02 8.0962381e-02 6.0479098e-02 
2.0497522e+01 5.6329852e+14 2.5508431e-01 7.5089822e-02 2.6499861e+02 2.0051479e+02 1.0152106e+03 9.5379032e+02 3.5458658e+02 3.3693689e+02 
2.0656290e+01 5.9332658e+14 2.5409585e-01 5.2968750e-02 2.6936323e+02 1.8505572e+02 1.0290303e+03 9.5795843e+02 3.7320117e+02 3.5406081e+02 
2.9513092e+01 7.8680655e+13 1.6082659e-01 1.5770032e-02 9.6703264e+01 5.4495593e+01 9.0658976e+02 8.2948085e+02 5.4135427e+01 3.5354305e+01 
4.0224606e+01 1.4307063e+14 1.9385262e-01 6.7097531e-03 1.2265754e+02 1.9375911e+01 9.0365526e+02 8.0546249e+02 1.0031130e+02 7.0146252e+01 
3.7060806e+01 6.3766876e+14 2.3729493e-01 2.9640288e-02 2.5839112e+02 1.3780656e+02 1.0478872e+03 9.5273285e+02 4.0068099e+02 3.7903910e+02 
2.7486839e+01 7.4152792e+14 2.3862307e-01 6.3704503e-02 2.8094693e+02 2.0053014e+02 1.0898323e+03 1.0097961e+03 4.6382328e+02 4.4914929e+02 
5.4522629e+01 3.5748046e+14 2.3034710e-01 6.8817207e-02 1.8142623e+02 1.1603987e+02 9.2902707e+02 8.4349598e+02 2.3101160e+02 2.0399787e+02 
6.6462722e+00 5.5008526e+11 1.3188700e-01 8.4957318e-02 1.5037777e+01 8.9183131e+01 9.1602516e+02 9.0513998e+02 3.6635594e-01 2.5445670e-01 
3.3692947e+01 4.7601666e+14 2.4669899e-01 4.3376954e-02 2.3777631e+02 1.4819281e+02 9.8764132e+02 9.0879392e+02 3.0278765e+02 2.7768841e+02 
5.4216518e+00 1.8942788e+11 1.6646041e-01 3.6043040e-02 1.0699846e+01 8.3439567e+01 9.1656666e+02 9.0737878e+02 1.3145718e-01 9.0742668e-02 
2.8584646e+01 7.9887808e+14 2.3406225e-01 5.9619185e-02 2.8579091e+02 1.9988672e+02 1.1174460e+03 1.0313310e+03 4.9885560e+02 4.8541017e+02 
2.6922071e+01 8.2255321e+14 2.3294973e-01 3.6428393e-02 2.8929978e+02 1.7625766e+02 1.1337006e+03 1.0363572e+03 5.1377626e+02 4.9952015e+02 
9.1764870e+00 9.8746614e+12 7.1676135e-02 8.2675636e-03 3.9973122e+01 8.3210158e+01 9.2864499e+02 8.9245807e+02 6.7956376e+00 3.9223182e+00 
5.3330185e+01 5.4152797e+14 2.3389955e-01 7.9668016e-02 2.2313620e+02 1.5614224e+02 9.9301943e+02 9.1178117e+02 3.4169575e+02 3.2132560e+02 
1.4214369e+01 1.6792776e+13 1.0940798e-01 5.5816616e-02 5.2754551e+01 9.6751619e+01 9.1825437e+02 8.8107196e+02 1.0538951e+01 6.6280452e+00 
3.8043541e+01 1.1982705e+14 2.5900504e-01 5.0178911e-02 1.3306721e+02 8.3602372e+01 8.8940494e+02 8.3315948e+02 7.8144925e+01 6.1313593e+01 
3.2671082e+01 5.6282624e+14 2.4320784e-01 9.6633765e-02 2.5258127e+02 2.0361913e+02 1.0105332e+03 9.4931202e+02 3.5408055e+02 3.3737478e+02 
4.8834236e+01 2.9473841e+14 1.9162954e-01 2.2538260e-02 1.5884938e+02 5.9685402e+01 9.2921644e+02 8.1214736e+02 1.9630710e+02 1.5698354e+02 
3.2164730e+01 5.2416794e+14 2.4550132e-01 2.5045990e-02 2.4730462e+02 1.3014449e+02 1.0066900e+03 9.1935441e+02 3.3218647e+02 3.0645409e+02 
1.6828613e+01 2.1602777e+13 1.2518130e-01 2.4990026e-02 5.9049245e+01 7.9512053e+01 9.1468199e+02 8.6909883e+02 1.4128967e+01 8.8153232e+00 
2.8506899e+01 6.3709876e+13 1.6561115e-01 4.1195172e-02 8.9887573e+01 8.0440344e+01 9.0135748e+02 8.3748866e+02 4.2184148e+01 2.8432152e+01 
3.6467373e+01 1.5418738e+14 1.6860905e-01 6.1480288e-02 1.2453256e+02 1.0692450e+02 9.1108094e+02 8.2645380e+02 1.0647739e+02 7.7585143e+01 
3.3171532e+01 1.2827562e+14 1.5968612e-01 3.3774032e-02 1.1578391e+02 8.4092637e+01 9.1330960e+02 8.2493664e+02 8.9560978e+01 6.1278185e+01 
5.3874165e+01 3.2613972e+14 2.2996810e-01 4.4429375e-02 1.7429347e+02 8.6104952e+01 9.2347277e+02 8.2811802e+02 2.1302238e+02 1.8222893e+02 
6.0122252e+00 3.5991709e+11 1.4361592e-01 2.1231408e-02 1.3297130e+01 8.0701846e+01 9.1718324e+02 9.0523181e+02 2.5199690e-01 1.6557915e-01 
3.4057018e+01 8.7365985e+13 1.8758127e-01 9.5299400e-02 1.0244465e+02 1.0707302e+02 8.9057008e+02 8.3511273e+02 5.6052763e+01 4.1922929e+01 
2.4276724e+01 7.0678599e+14 2.4319778e-01 9.1799979e-02 2.7998419e+02 2.2303517e+02 1.0699298e+03 1.0050558e+03 4.4226107e+02 4.2915246e+02 
5.8850441e+00 1.3093074e+11 2.0930544e-01 6.2596743e-02 8.9251320e+00 8.1846193e+01 9.1121677e+02 9.0390441e+02 8.8604199e-02 6.7009420e-02 
3.0536625e+01 5.2100633e+13 2.0972207e-01 7.4446526e-02 8.8227824e+01 8.7425763e+01 8.8569416e+02 8.4020938e+02 3.2105008e+01 2.3859438e+01 
1.1173869e+01 1.8134860e+13 7.5434737e-02 2.2379196e-02 5.0118895e+01 9.3352871e+01 9.2833604e+02 8.8618839e+02 1.2218304e+01 7.1458147e+00 
9.0414324e+00 6.3401896e+12 8.4073521e-02 3.3442198e-02 3.5444132e+01 9.2802574e+01 9.2500522e+02 8.9653904e+02 4.1540219e+00 2.4763706e+00 
2.1927217e+01 5.4076037e+14 2.5182131e-01 2.6828630e-02 2.5936436e+02 1.5050703e+02 1.0140044e+03 9.3388888e+02 3.4187975e+02 3.1779134e+02 
4.7313999e+01 3.7600174e+14 2.4650609e-01 4.7755061e-02 2.0205287e+02 1.1355526e+02 9.4492412e+02 8.6187354e+02 2.4227108e+02 2.1490645e+02 
6.8321166e+00 5.1336475e+11 1.4005858e-01 5.0061383e-02 1.4626751e+01 8.4243060e+01 9.1495978e+02 9.0271551e+02 3.5149732e-01 2.3784333e-01 
1.9246571e+01 5.3608097e+14 2.6200068e-01 5.8664638e-02 2.6352993e+02 1.8627979e+02 1.0074262e+03 9.4375803e+02 3.3826668e+02 3.1878158e+02 
2.6839281e+01 7.2504257e+13 1.4537103e-01 3.7716864e-02 9.2397343e+01 8.6489668e+01 9.0989143e+02 8.4026606e+02 4.9105635e+01 3.2178537e+01 
4.9070992e+01 2.8960991e+14 1.9309951e-01 4.2607211e-02 1.5770945e+02 8.9012497e+01 9.2461355e+02 8.1772944e+02 1.9229871e+02 1.5610306e+02 
8.0703888e+00 2.2364315e+12 1.0903899e-01 8.7665945e-02 2.5685516e+01 9.5127704e+01 9.1932105e+02 9.0315056e+02 1.3972643e+00 9.1904000e-01 
2.4128105e+01 3.8680891e+13 1.6230091e-01 2.9634821e-02 7.5366467e+01 7.0861938e+01 9.0257700e+02 8.4795135e+02 2.5166534e+01 1.6584997e+01 
6.1532474e+00 2.3792814e+11 1.7097194e-01 6.9570301e-02 1.1191552e+01 8.4680101e+01 9.1335742e+02 9.0454045e+02 1.6133763e-01 1.1683216e-01 
4.9906719e+01 2.6411494e+14 2.3545204e-01 4.6558483e-02 1.6482512e+02 8.6785440e+01 9.0969435e+02 8.2408124e+02 1.7477116e+02 1.4553960e+02 
2.1429653e+01 2.5784515e+13 1.6171694e-01 8.6053825e-02 6.5158391e+01 9.5423459e+01 9.0022889e+02 8.6294333e+02 1.5517433e+01 1.0908581e+01 
1.7940058e+01 3.6008029e+13 1.0995858e-01 1.2324821e-02 6.8736053e+01 7.1957967e+01 9.1986917e+02 8.6181028e+02 2.4659756e+01 1.4927958e+01 
3.5091366e+01 6.8519365e+14 2.3595765e-01 2.1353293e-02 2.6654244e+02 1.2929985e+02 1.0698484e+03 9.6980027e+02 4.2952463e+02 4.0895473e+02 
6.5972791e+00 2.1618042e+11 1.9146998e-01 4.4639646e-03 1.0517464e+01 6.3608106e+01 9.1058791e+02 8.9952392e+02 1.5172087e-01 1.0492180e-01 
1.0103340e+01 9.4492206e+12 8.5126646e-02 1.8684405e-02 4.1019233e+01 8.7356134e+01 9.2542905e+02 8.9099607e+02 6.3184896e+00 3.7279810e+00 
3.0984150e+01 8.4198296e+13 1.6666588e-01 7.6469870e-02 9.9423218e+01 1.0427967e+02 9.0014506e+02 8.3796499e+02 5.5253217e+01 3.9190805e+01 
2.2117323e+01 5.9885783e+14 2.5096643e-01 8.0443959e-03 2.6832561e+02 1.1430386e+02 1.0371747e+03 9.4691666e+02 3.7700026e+02 3.5306338e+02 
4.9672585e+01 2.4007015e+14 2.3356432e-01 5.1314699e-02 1.5697751e+02 8.7454096e+01 9.0444932e+02 8.2133210e+02 1.6143417e+02 1.3313863e+02 
7.6395903e+00 3.1155096e+12 8.4610127e-02 6.7715825e-02 2.7333756e+01 9.7045310e+01 9.2381147e+02 9.0399022e+02 1.9704071e+00 1.2143735e+00 
4.0017849e+01 1.8528226e+14 1.7615132e-01 8.8285318e-02 1.3331698e+02 1.2462739e+02 9.0968099e+02 8.2982954e+02 1.2682512e+02 9.8475083e+01 
2.1945158e+01 6.6588348e+14 2.4311417e-01 5.0644299e-03 2.7543418e+02 1.0487234e+02 1.0651969e+03 9.6749275e+02 4.1750774e+02 3.9536310e+02 
2.6969843e+01 6.6790739e+13 1.5160829e-01 8.2820360e-02 9.0438100e+01 1.0822156e+02 9.0428827e+02 8.4831484e+02 4.2951236e+01 2.9876422e+01 
4.0382675e+01 1.1244973e+14 2.3411027e-01 4.3587997e-02 1.1917723e+02 6.8757762e+01 8.8487761e+02 8.1799294e+02 7.4701990e+01 5.6274816e+01 
2.6801607e+01 7.2937678e+14 2.4061617e-01 1.7045430e-02 2.8055556e+02 1.3745829e+02 1.0907272e+03 9.9248287e+02 4.5607365e+02 4.3740220e+02 
2.5365147e+01 7.6718929e+13 1.3334298e-01 2.7660660e-02 9.3255106e+01 8.3385271e+01 9.1573889e+02 8.4160452e+02 5.3054268e+01 3.3897317e+01 
4.4116650e+01 3.6611093e+14 2.4835330e-01 5.5197607e-02 2.0443769e+02 1.2715936e+02 9.4442837e+02 8.6772672e+02 2.3606457e+02 2.0984245e+02 
5.8439093e+00 3.9995382e+11 1.3669774e-01 4.1136596e-02 1.4044662e+01 8.6185314e+01 9.1854083e+02 9.0731707e+02 2.7529642e-01 1.8253575e-01 
1.8931921e+01 5.3424746e+14 2.6170862e-01 8.4756218e-02 2.6326420e+02 2.0541588e+02 1.0033618e+03 9.4904114e+02 3.3649920e+02 3.1983754e+02 
5.1014511e+01 5.7778397e+14 2.3499319e-01 6.4918142e-02 2.3294090e+02 1.5097642e+02 1.0112917e+03 9.2455481e+02 3.6409343e+02 3.4345297e+02 
1.8306656e+01 5.1099266e+14 2.6633075e-01 6.9405034e-02 2.6111333e+02 1.9294781e+02 9.9738031e+02 9.4012584e+02 3.2259062e+02 3.0410143e+02 
7.8893547e+00 4.0502163e+12 8.0127530e-02 6.0705545e-02 2.9725016e+01 9.7636774e+01 9.2488916e+02 9.0266086e+02 2.5669559e+00 1.5571565e+00 
5.4070601e+00 2.0081562e+11 1.6272673e-01 3.3922967e-02 1.0971311e+01 8.3510167e+01 9.1700013e+02 9.0759525e+02 1.3946823e-01 9.5497356e-02 
3.3581017e+01 5.7204569e+14 2.4214450e-01 3.9625761e-02 2.5294696e+02 1.5299076e+02 1.0217092e+03 9.3669051e+02 3.6086988e+02 3.3821680e+02 
1.6640217e+01 3.9014313e+13 9.5613599e-02 4.7432690e-03 6.8681219e+01 6.1670836e+01 9.2454358e+02 8.6341307e+02 2.7387938e+01 1.6202387e+01 
2.5744911e+01 7.2054854e+14 2.4129961e-01 6.6047251e-02 2.8026429e+02 2.0266138e+02 1.0796146e+03 1.0028409e+03 4.5065629e+02 4.3570250e+02 
1.5375147e+01 1.6617205e+13 1.2240410e-01 2.7626905e-02 5.3596738e+01 8.1710091e+01 9.1535829e+02 8.7428870e+02 1.0792657e+01 6.7306468e+00 
3.3833302e+01 7.0603578e+14 2.3544490e-01 2.7328643e-02 2.7029335e+02 1.4466491e+02 1.0784482e+03 9.8063334e+02 4.4213404e+02 4.2290856e+02 
2.2512596e+01 6.4196829e+14 2.4818552e-01 1.3772382e-03 2.7361697e+02 7.0024943e+01 1.0554523e+03 9.5925587e+02 4.0329838e+02 3.8025829e+02 
6.7536879e+00 1.1697337e+12 1.0134466e-01 6.9970117e-03 1.9546534e+01 7.6821683e+01 9.2137602e+02 9.0295078e+02 8.2147031e-01 4.9757699e-01 
4.9189758e+01 2.7334343e+14 1.9929829e-01 6.7766323e-02 1.5548685e+02 1.1103355e+02 9.1567389e+02 8.2371321e+02 1.8122965e+02 1.4976260e+02 
8.5903492e+00 6.9463740e+12 7.4594632e-02 9.1762737e-02 3.5608754e+01 1.0501933e+02 9.2601605e+02 9.0217059e+02 4.1087849e+00 2.5202165e+00 
2.8270607e+01 5.3254914e+13 1.7718054e-01 5.9903915e-02 8.5324770e+01 8.7235552e+01 8.9568157e+02 8.4177356e+02 3.3979660e+01 2.3731975e+01 
2.2841394e+01 8.4635371e+14 2.3162109e-01 9.1325680e-02 2.9385507e+02 2.3578921e+02 1.1373930e+03 1.0631250e+03 5.2877061e+02 5.1859363e+02 
1.6807299e+01 1.7479189e+13 1.3552701e-01 2.2641568e-02 5.5437835e+01 7.4094554e+01 9.1163754e+02 8.6917453e+02 1.1373900e+01 7.1841211e+00 
1.3879748e+01 1.9885405e+13 9.8188907e-02 7.7060405e-02 5.4714796e+01 1.0570820e+02 9.2063323e+02 8.8397618e+02 1.2163627e+01 7.6798924e+00 
3.6370079e+01 3.6781338e+14 2.5114623e-01 1.5802961e-02 2.1450359e+02 8.6702751e+01 9.5711717e+02 8.7099182e+02 2.3839566e+02 2.0718157e+02 
7.6261415e+00 3.1287403e+12 8.4652968e-02 9.7126795e-02 2.7414310e+01 1.0018924e+02 9.2342874e+02 9.0563184e+02 1.8934772e+00 1.1979670e+00 
3.6617138e+01 1.5357815e+14 1.6932003e-01 3.9771656e-02 1.2432204e+02 8.8051511e+01 9.1270944e+02 8.2066643e+02 1.0707483e+02 7.6109809e+01 
4.3015762e+01 7.0760432e+14 2.3252748e-01 2.5184338e-02 2.6110100e+02 1.2267785e+02 1.0766610e+03 9.7191133e+02 4.4305293e+02 4.2338491e+02 
1.2114729e+01 9.4722264e+12 1.1050861e-01 5.7841745e-02 4.3255962e+01 9.4493255e+01 9.1823881e+02 8.8830995e+02 5.9115887e+00 3.7364980e+00 
4.8434963e+01 2.0789365e+14 2.2237672e-01 4.5574699e-02 1.4424683e+02 7.7176516e+01 9.0021097e+02 8.1262688e+02 1.4216296e+02 1.1291172e+02 
5.0904495e+01 3.2030205e+14 1.9609457e-01 2.6073309e-02 1.6409170e+02 6.5059996e+01 9.3281953e+02 8.1579839e+02 2.1133991e+02 1.7303863e+02 
7.1215568e+00 1.1850733e+12 1.1799806e-01 2.4116197e-03 2.0675651e+01 6.7127960e+01 9.1979859e+02 9.0161399e+02 8.2679572e-01 5.0880229e-01 
9.8902073e+00 9.6634027e+12 8.2106777e-02 1.4230127e-02 4.1056600e+01 8.5526308e+01 9.2632788e+02 8.9114448e+02 6.5201276e+00 3.8202439e+00 
1.3688228e+01 1.4031936e+13 1.1220904e-01 6.4321979e-02 4.9841309e+01 9.7512800e+01 9.1740130e+02 8.8372029e+02 8.6681962e+00 5.5190690e+00 
2.5538031e+01 7.1718538e+14 2.4130240e-01 3.9761439e-03 2.7992663e+02 9.1297717e+01 1.0872887e+03 9.8470464e+02 4.4865305e+02 4.2845242e+02 
7.7220249e+00 3.0970602e+12 8.5660577e-02 2.9867546e-02 2.7295019e+01 9.0025527e+01 9.2403279e+02 9.0117298e+02 2.0717723e+00 1.2406987e+00 
2.8247267e+01 8.3638744e+14 2.2939312e-01 2.6794405e-02 2.8862174e+02 1.6044827e+02 1.1425320e+03 1.0382707e+03 5.2222768e+02 5.0761466e+02 
3.7888882e+01 1.7022477e+14 1.7072085e-01 5.5852416e-02 1.2918195e+02 1.0369058e+02 9.1321260e+02 8.2353615e+02 1.1802404e+02 8.6784933e+01 
4.1914387e+01 6.6403825e+14 2.3457122e-01 5.2634056e-02 2.5669346e+02 1.6309839e+02 1.0535656e+03 9.6413784e+02 4.1624150e+02 3.9748837e+02 
2.5410084e+01 3.2779268e+14 2.6097548e-01 2.8247641e-03 2.1789274e+02 6.0866912e+01 9.5542366e+02 8.7794340e+02 2.1440616e+02 1.8226058e+02 
5.1061337e+01 4.5579240e+14 2.3993269e-01 1.5357381e-03 2.1210134e+02 6.6573904e+00 9.7374647e+02 8.6161538e+02 2.9153321e+02 2.5929444e+02 
2.0587534e+01 5.8516889e+14 2.5392374e-01 6.6104276e-02 2.6804705e+02 1.9565345e+02 1.0244035e+03 9.5848859e+02 3.6813625e+02 3.5007781e+02 
4.2809734e+01 2.2636635e+14 1.7919840e-01 8.5717387e-03 1.4366758e+02 3.0364833e+01 9.2427382e+02 8.0719073e+02 1.5713828e+02 1.1636317e+02 
4.1345470e+01 1.7557477e+14 2.5616077e-01 5.6147689e-05 1.5306786e+02 1.8696300e-01 9.0542330e+02 8.2220552e+02 1.2060134e+02 9.2166876e+01 
3.3243244e+01 6.9918296e+14 2.3606193e-01 1.7614221e-02 2.7004589e+02 1.2527727e+02 1.0769754e+03 9.7568476e+02 4.3801147e+02 4.1772179e+02 
6.5297070e+00 6.2552467e+11 1.2240780e-01 7.8797565e-02 1.5727123e+01 9.0019849e+01 9.1753861e+02 9.0596040e+02 4.1749650e-01 2.8322353e-01 
2.1574198e+01 5.3516598e+14 2.5264835e-01 3.7642906e-02 2.5891234e+02 1.6400966e+02 1.0107737e+03 9.3536304e+02 3.3838120e+02 3.1542410e+02 
1.5363482e+01 2.5767027e+13 1.0181354e-01 7.4864700e-02 6.0309755e+01 1.0670666e+02 9.1972769e+02 8.7905223e+02 1.5972054e+01 1.0134242e+01 
4.5780022e+01 1.8602570e+14 2.1165712e-01 1.2228271e-03 1.3693929e+02 3.0587564e+00 9.0509051e+02 7.9893791e+02 1.2985097e+02 9.5438542e+01 
2.3597391e+01 8.3755567e+14 2.3156750e-01 1.0766006e-02 2.9238445e+02 1.3106619e+02 1.1458903e+03 1.0365659e+03 5.2276882e+02 5.0733266e+02 
1.2523058e+01 1.0983261e+13 1.0881486e-01 6.1314382e-02 4.5412386e+01 9.6216367e+01 9.1840348e+02 8.8717688e+02 6.8220523e+00 4.3125165e+00 
3.2895615e+01 7.9687540e+13 1.8529807e-01 8.0520749e-02 9.8942489e+01 9.9533613e+01 8.9223485e+02 8.3479989e+02 5.1340351e+01 3.7470605e+01 
3.0517954e+01 5.9889896e+14 2.4296518e-01 8.5607006e-02 2.5996681e+02 2.0230181e+02 1.0259028e+03 9.6010149e+02 3.7610281e+02 3.5925858e+02 
2.4069126e+01 6.7221124e+14 2.4347402e-01 3.6881541e-02 2.7534224e+02 1.7038104e+02 1.0633069e+03 9.7781212e+02 4.2143252e+02 4.0249727e+02 
1.9758512e+01 3.5406523e+13 1.2651831e-01 9.8161592e-02 7.0093318e+01 1.1039889e+02 9.1094234e+02 8.6907944e+02 2.1509967e+01 1.4563587e+01 
4.3873932e+01 2.0669579e+14 1.9031875e-01 9.4190541e-02 1.3989701e+02 1.2562100e+02 9.0658162e+02 8.2920534e+02 1.4074762e+02 1.1350500e+02 
5.0726158e+01 3.0475397e+14 2.0036957e-01 8.0080463e-02 1.6209429e+02 1.2394930e+02 9.2078402e+02 8.3164059e+02 1.9981631e+02 1.6986905e+02 
2.3363909e+01 5.0440838e+13 1.3857825e-01 5.1297681e-02 8.0637445e+01 9.4349216e+01 9.0973343e+02 8.5256055e+02 3.2980146e+01 2.1615451e+01 
8.4280109e+00 4.8593544e+12 8.3815910e-02 5.3456692e-02 3.2178060e+01 9.6592161e+01 9.2454112e+02 9.0037590e+02 3.0967829e+00 1.8758428e+00 
6.4923325e+00 3.0816279e+11 1.6137475e-01 2.2700161e-02 1.2123660e+01 7.7329993e+01 9.1354017e+02 9.0189854e+02 2.1548137e-01 1.4598348e-01 
9.2764740e+00 4.3083723e+12 1.0309388e-01 1.8042028e-03 3.2250353e+01 6.0754162e+01 9.2146667e+02 8.9333377e+02 2.9492187e+00 1.7636604e+00 
2.6293259e+01 8.0604564e+14 2.3325463e-01 4.2160012e-02 2.8774578e+02 1.8344803e+02 1.1243780e+03 1.0305888e+03 5.0337220e+02 4.8893770e+02 
4.4413822e+01 1.8485063e+14 2.0227331e-01 1.6029979e-02 1.3553664e+02 3.9430474e+01 9.0673875e+02 8.0462269e+02 1.2876036e+02 9.5079756e+01 
1.3793101e+01 2.9669257e+13 8.0961928e-02 3.8568263e-02 6.0065888e+01 1.0103854e+02 9.2664536e+02 8.7843036e+02 1.9804318e+01 1.1843154e+01 
3.1348131e+01 4.5648033e+14 2.4918228e-01 9.9292071e-02 2.3694961e+02 1.9386608e+02 9.7479994e+02 9.1972533e+02 2.8889568e+02 2.7048798e+02 
7.4929066e+00 2.5062411e+12 8.9853518e-02 3.8592550e-02 2.5574149e+01 9.1223034e+01 9.2322726e+02 9.0269054e+02 1.6628514e+00 1.0102385e+00 
4.1567566e+01 1.2907102e+14 2.2156510e-01 5.3855396e-02 1.2242244e+02 8.0413144e+01 8.8820512e+02 8.1704209e+02 8.6762170e+01 6.5755424e+01 
6.4206715e+00 4.4690512e+11 1.3721687e-01 5.5829522e-02 1.3975931e+01 8.5992092e+01 9.1613424e+02 9.0469726e+02 3.0549004e-01 2.0712533e-01 
