1744
# Radius, Mass, Rho, T, Ye, Ym, Mu_e, Mu_mu, Mu_n, M_n_eff, U_n, Xn_val, Mu_p, M_p_eff, U_p, Xp_val
4.842500000000000000e+07 1.324065592110269085e+00 3.559440691076839566e+08 6.253884819701990283e-01 4.800992827027633636e-01 1.000000000000658808e-10 -2.280629826374845681e+00 8.892463128068845890e+01 9.292458759887798578e+02 9.395653500000012173e+02 2.738949245305994847e-06 7.321674443303112718e-05 9.307007543035995241e+02 9.382720100000018419e+02 -2.500860212182054454e-02 6.248291299986319207e-03
4.847500000000000000e+07 1.324329077313324721e+00 3.547783479706067443e+08 6.246485253765006185e-01 4.801053239877795531e-01 1.000000000000655965e-10 -2.278254110670405286e+00 8.894350088835648194e+01 9.292429328211669599e+02 9.395653499999992846e+02 2.710311349967946157e-06 7.142155125173928968e-05 9.307046170484049981e+02 9.382720099999999093e+02 -2.500619159125605506e-02 6.203169893321045306e-03
4.852500000000000000e+07 1.324592235788069949e+00 3.536085717947441936e+08 6.239280502783693949e-01 4.801114442715925246e-01 1.000000000000648081e-10 -2.276005314555997305e+00 8.896180934637934001e+01 9.292400705607408327e+02 9.395653499999992846e+02 2.682694851042711865e-06 6.972302120069970722e-05 9.307083758419466903e+02 9.382720100000009325e+02 -2.500281448967456299e-02 6.160101412241495572e-03
4.857500000000000000e+07 1.324855062618032875e+00 3.524362649945155382e+08 6.232287600366702707e-01 4.801175750214707327e-01 1.000000000000645625e-10 -2.273891177507525896e+00 8.897951102446909033e+01 9.292373001217557658e+02 9.395653499999983751e+02 2.656120145302805372e-06 6.812087776010156018e-05 9.307120172457596254e+02 9.382720099999989998e+02 -2.499843966349235558e-02 6.119124494091865603e-03
4.862500000000000000e+07 1.325117553152542982e+00 3.512618062904381752e+08 6.225519408655639797e-01 4.801236466048912077e-01 1.000000000000639421e-10 -2.271918973797554919e+00 8.899657005926167130e+01 9.292346314989856637e+02 9.395653500000003078e+02 2.630587940121939013e-06 6.661399591497667446e-05 9.307155291969522750e+02 9.382720099999999093e+02 -2.499301889045746350e-02 6.080253009138805037e-03
4.867500000000000000e+07 1.325379700896515134e+00 3.500827532522484064e+08 6.218979219877566189e-01 4.801295943201110972e-01 1.000000000000634639e-10 -2.270095279347301265e+00 8.901297263052811104e+01 9.292320721370726915e+02 9.395653500000012173e+02 2.606057932177967333e-06 6.519954335035583483e-05 9.307189032836852220e+02 9.382720099999999093e+02 -2.498645962776091523e-02 6.043453249561019265e-03
4.872500000000000000e+07 1.325641498702945675e+00 3.488982727618381977e+08 6.212674668365307795e-01 4.801353649083334174e-01 1.000000000000634898e-10 -2.268426428855203625e+00 8.902869545409404850e+01 9.292296297804530241e+02 9.395653500000003078e+02 2.582513753952858772e-06 6.387549505324359141e-05 9.307221303732724209e+02 9.382720100000009325e+02 -2.497869880522607389e-02 6.008718818747829649e-03
4.877500000000000000e+07 1.325902940848420197e+00 3.477102989500546455e+08 6.206621057559712495e-01 4.801409225071515685e-01 1.000000000000641877e-10 -2.266918399027656683e+00 8.904369846620781459e+01 9.292273129835982672e+02 9.395653500000022404e+02 2.559977671505138739e-06 6.264108196369376545e-05 9.307251997448195198e+02 9.382720100000009325e+02 -2.496972275114828221e-02 5.976087612455807142e-03
4.882500000000000000e+07 1.326164021171028606e+00 3.465182787317296267e+08 6.200746187727703695e-01 4.801462524838537305e-01 1.000000000000653121e-10 -2.265529137408549776e+00 8.905818466809698464e+01 9.292251429694805438e+02 9.395653500000003078e+02 2.537944755572621077e-06 6.148713898670993402e-05 9.307280919660132668e+02 9.382720099999989998e+02 -2.495893741313093273e-02 5.945038919938327483e-03
4.887500000000000000e+07 1.326424736127999493e+00 3.453257135270619392e+08 6.195001782877891383e-01 4.801513617639834863e-01 1.000000000000670828e-10 -2.264223566659314901e+00 8.907229670223516393e+01 9.292231391586860809e+02 9.395653499999992846e+02 2.516061860316377886e-06 6.040793790209142644e-05 9.307307879298189164e+02 9.382720099999980903e+02 -2.494589769517574496e-02 5.915225245932835378e-03
4.892500000000000000e+07 1.326685082840341590e+00 3.441334915491017699e+08 6.189542488929359321e-01 4.801562755625873868e-01 1.000000000000677678e-10 -2.263092935923162408e+00 8.908559856397297949e+01 9.292212748215811189e+02 9.395653500000003078e+02 2.495262329573461736e-06 5.941428885349474325e-05 9.307333080602764994e+02 9.382720099999989998e+02 -2.493159391390253887e-02 5.887653290109214933e-03
4.897500000000000000e+07 1.326945056425173686e+00 3.429389747629606128e+08 6.184364498116956543e-01 4.801610319799851645e-01 1.000000000000671345e-10 -2.262139891519726831e+00 8.909809605603734894e+01 9.292195499902148867e+02 9.395653500000003078e+02 2.475502677802292801e-06 5.850233437001761883e-05 9.307356526300768564e+02 9.382720099999999093e+02 -2.491594795765017523e-02 5.862291893095223153e-03
4.902500000000000000e+07 1.327204650105691108e+00 3.417396914080465436e+08 6.179464023190416322e-01 4.801656774325874233e-01 1.000000000000658937e-10 -2.261366835275152809e+00 8.910979516824708924e+01 9.292179640812202024e+02 9.395653500000012173e+02 2.456744082667458308e-06 5.766847886494506323e-05 9.307378225842104484e+02 9.382720099999999093e+02 -2.489888713720667113e-02 5.839116177082420006e-03
4.907500000000000000e+07 1.327463856189347258e+00 3.405344749812759757e+08 6.174840972384580962e-01 4.801702658404627955e-01 1.000000000000656611e-10 -2.260776058138993960e+00 8.912069374486151219e+01 9.292165167620672719e+02 9.395653500000003078e+02 2.438967461335096275e-06 5.690991291209831999e-05 9.307398182604055137e+02 9.382720100000009325e+02 -2.488036473092503087e-02 5.818123864286049544e-03
4.912500000000000000e+07 1.327722666586814926e+00 3.393228489392130375e+08 6.170496767757881473e-01 4.801748618027625315e-01 1.000000000000661005e-10 -2.260369522542987397e+00 8.913078656550854362e+01 9.292152073191592763e+02 9.395653499999983751e+02 2.422164253687454164e-06 5.622422463659728986e-05 9.307416402725830267e+02 9.382720099999989998e+02 -2.486034937793224486e-02 5.799325366954033271e-03
4.917500000000000000e+07 1.327981071429036541e+00 3.381025312008588314e+08 6.166426115857920331e-01 4.801795452394366226e-01 1.000000000000674447e-10 -2.260148464734533125e+00 8.914008409849427039e+01 9.292140325475829741e+02 9.395653499999992846e+02 2.406303020923590423e-06 5.560816955493262827e-05 9.307432925610111170e+02 9.382720099999989998e+02 -2.483878071085765527e-02 5.782707915645864463e-03
4.922500000000000000e+07 1.328239060121764181e+00 3.368726352844802141e+08 6.162627272596480354e-01 4.801844138774506998e-01 1.000000000000683753e-10 -2.260113726925454092e+00 8.914858926127767802e+01 9.292129889057001719e+02 9.395653499999992846e+02 2.391373173842859696e-06 5.505915080614212631e-05 9.307447791098937842e+02 9.382720099999999093e+02 -2.481562727432073956e-02 5.768283847883717147e-03
4.927500000000000000e+07 1.328496622779844039e+00 3.356341510452036858e+08 6.159103562698402534e-01 4.801895812403150221e-01 1.000000000000695902e-10 -2.260265756920430302e+00 8.915629403309915801e+01 9.292120730087483480e+02 9.395653500000003078e+02 2.377389953877185808e-06 5.457540602386195053e-05 9.307461032660221463e+02 9.382720099999989998e+02 -2.479089511988075145e-02 5.756095555500663832e-03
4.932500000000000000e+07 1.328753751043930009e+00 3.343891225514185429e+08 6.155860914063803202e-01 4.801951696896002986e-01 1.000000000000712575e-10 -2.260604606220069090e+00 8.916318496798400872e+01 9.292112814920594701e+02 9.395653500000003078e+02 2.364381975155812257e-06 5.415567158795026265e-05 9.307472681096739962e+02 9.382720099999999093e+02 -2.476461228237170076e-02 5.746200904256775280e-03
4.937500000000000000e+07 1.329010438023472851e+00 3.331395034329358339e+08 6.152904571920401189e-01 4.802012984237521431e-01 1.000000000000717357e-10 -2.261130060147289900e+00 8.916925041275469255e+01 9.292106109323448209e+02 9.395653500000003078e+02 2.352374922514095637e-06 5.379878952562791551e-05 9.307482768408802940e+02 9.382720099999989998e+02 -2.473680692126034586e-02 5.738653895695267765e-03
4.942500000000000000e+07 1.329266675364556560e+00 3.318834338062573075e+08 6.150227800576680837e-01 4.802080649267655432e-01 1.000000000000722656e-10 -2.261841779555571641e+00 8.917450559995032222e+01 9.292100561848729967e+02 9.395653500000003078e+02 2.341342455475176045e-06 5.350226567799792264e-05 9.307491356342474091e+02 9.382720099999999093e+02 -2.470743873606107144e-02 5.733448678923841989e-03
4.947500000000000000e+07 1.329522452523372644e+00 3.306181297611269355e+08 6.147821920159673992e-01 4.802155185507002155e-01 1.000000000000726792e-10 -2.262740090489857359e+00 8.917896949848888255e+01 9.292096140973339971e+02 9.395653500000003078e+02 2.331241879635839042e-06 5.326383773857196847e-05 9.307498486730131617e+02 9.382720100000009325e+02 -2.467644885681075095e-02 5.730554140294958493e-03
4.952500000000000000e+07 1.329777757834340379e+00 3.293422078117284775e+08 6.145684538250395512e-01 4.802236302804311352e-01 1.000000000000727180e-10 -2.263826662659825573e+00 8.918264580795585061e+01 9.292092871001618732e+02 9.395653500000003078e+02 2.322040338545043640e-06 5.308276643207244800e-05 9.307504134750034837e+02 9.382720099999999093e+02 -2.464379919194215063e-02 5.729937161932394628e-03
4.957500000000000000e+07 1.330032580394269415e+00 3.280567213967554569e+08 6.143823397940323394e-01 4.802322715809783649e-01 1.000000000000720588e-10 -2.265104886333835665e+00 8.918551403218296514e+01 9.292090853348203154e+02 9.395653500000003078e+02 2.313724782329793420e-06 5.296046030025541190e-05 9.307508182116388298e+02 9.382720099999999093e+02 -2.460948913627092338e-02 5.731569603862181339e-03
4.962500000000000000e+07 1.330286912091146689e+00 3.267653221834743619e+08 6.142256676985418107e-01 4.802412203539604962e-01 1.000000000000711283e-10 -2.266579686989060427e+00 8.918752899907755705e+01 9.292090264872128955e+02 9.395653500000012173e+02 2.306303714608094665e-06 5.290047047725948497e-05 9.307510418553978297e+02 9.382720099999999093e+02 -2.457355869744404231e-02 5.735430710442629768e-03
4.967500000000000000e+07 1.330540745857371920e+00 3.254693928383272290e+08 6.140996255856374653e-01 4.802502050147427481e-01 1.000000000000710249e-10 -2.268256487526843834e+00 8.918865915692227020e+01 9.292091293747173495e+02 9.395653499999992846e+02 2.299751062699517207e-06 5.290595683013479339e-05 9.307510627180000711e+02 9.382720100000009325e+02 -2.453600489897400649e-02 5.741452931642835981e-03
4.972500000000000000e+07 1.330794073398780197e+00 3.241673989553048015e+08 6.140043531525952725e-01 4.802589783016379399e-01 1.000000000000718003e-10 -2.270139879289065910e+00 8.918889714263617918e+01 9.292094088385770192e+02 9.395653499999992846e+02 2.294006840411111052e-06 5.297869638648515934e-05 9.307508644118279335e+02 9.382720099999980903e+02 -2.449677689823115401e-02 5.749534121496101963e-03
4.977500000000000000e+07 1.331046883887486265e+00 3.228561491809687614e+08 6.139391236008416852e-01 4.802673920625013526e-01 1.000000000000718391e-10 -2.272232308925843380e+00 8.918825693680133782e+01 9.292098720455223884e+02 9.395653499999992846e+02 2.289001169116052753e-06 5.311888415316553923e-05 9.307504397187503855e+02 9.382720099999989998e+02 -2.445580545300085618e-02 5.759575526884111278e-03
4.982500000000000000e+07 1.331299164437896199e+00 3.215330845216235518e+08 6.139029514503644425e-01 4.802754381802417094e-01 1.000000000000706371e-10 -2.274533368761583851e+00 8.918676095715753149e+01 9.292105177339929014e+02 9.395653499999992846e+02 2.284686741892219180e-06 5.332570330723319354e-05 9.307497908508973978e+02 9.382720099999989998e+02 -2.441304753296691388e-02 5.771524045158824695e-03
4.987500000000000000e+07 1.331550902716679197e+00 3.201989863692659736e+08 6.138954907124659632e-01 4.802832367354798460e-01 1.000000000000694222e-10 -2.277040018365583229e+00 8.918441981327084989e+01 9.292113391316300977e+02 9.395653500000003078e+02 2.281070305629162757e-06 5.359862200041993753e-05 9.307489254351945647e+02 9.382720099999999093e+02 -2.436853323872867350e-02 5.785405494829907493e-03
4.992500000000000000e+07 1.331802088058569700e+00 3.188560464039745331e+08 6.139165885780605292e-01 4.802909812618910146e-01 1.000000000000682719e-10 -2.279747560869579637e+00 8.918124136206625963e+01 9.292123258740277834e+02 9.395653499999992846e+02 2.278182912204075129e-06 5.393711104084425304e-05 9.307478548356814372e+02 9.382720099999999093e+02 -2.432232609997697637e-02 5.801284284538827697e-03
4.997500000000000000e+07 1.332052711601555250e+00 3.175066101694242954e+08 6.139660811784464212e-01 4.802988722854739656e-01 1.000000000000676515e-10 -2.282650870789693531e+00 8.917723412610405376e+01 9.292134671046039784e+02 9.395653499999992846e+02 2.276057546231271817e-06 5.434075926700475569e-05 9.307465909639869324e+02 9.382720099999999093e+02 -2.427449482081200927e-02 5.819228502960353128e-03
5.002500000000000000e+07 1.332302761525645973e+00 3.161469847798066139e+08 6.140369411863062510e-01 4.803070689884390565e-01 1.000000000000672638e-10 -2.285714913651269775e+00 8.917258962355529661e+01 9.292147603217854339e+02 9.395653500000012173e+02 2.274362329705719711e-06 5.480345418484260502e-05 9.307451410085765247e+02 9.382720099999999093e+02 -2.422463912227623695e-02 5.838906163329334043e-03
5.007500000000000000e+07 1.332552224661763152e+00 3.147755370229116678e+08 6.141117404400083801e-01 4.803156672503381408e-01 1.000000000000657128e-10 -2.288837529566944529e+00 8.916779840722337269e+01 9.292162324380441305e+02 9.395653500000003078e+02 2.272146325113197520e-06 5.531266917337484905e-05 9.307434853037949551e+02 9.382720099999999093e+02 -2.417158939191743627e-02 5.859304699254465169e-03
5.012500000000000000e+07 1.332801090433749280e+00 3.133956109929028749e+08 6.142120439590925685e-01 4.803246903783783828e-01 1.000000000000656870e-10 -2.292143702048465403e+00 8.916225473798975543e+01 9.292178372566924054e+02 9.395653500000003078e+02 2.270637072560570350e-06 5.588483623362633287e-05 9.307416624890258845e+02 9.382720100000018419e+02 -2.411694029355970770e-02 5.881735697277950571e-03
5.017500000000000000e+07 1.333049349518643956e+00 3.120088405303559899e+08 6.143380630876126292e-01 4.803340755810787677e-01 1.000000000000676644e-10 -2.295632261738611568e+00 8.915595512778740783e+01 9.292195785408256370e+02 9.395653499999992846e+02 2.269828590911521811e-06 5.652221725670852589e-05 9.307396681758768864e+02 9.382720099999989998e+02 -2.406073650766060723e-02 5.906177010814408698e-03
5.022500000000000000e+07 1.333296992292178462e+00 3.106148967758604884e+08 6.144895942589480020e-01 4.803436582195250715e-01 1.000000000000688664e-10 -2.299303500635873299e+00 8.914890402009004333e+01 9.292214644926403935e+02 9.395653500000003078e+02 2.269677839958584462e-06 5.722736050542583786e-05 9.307374934982512968e+02 9.382720099999999093e+02 -2.400297895208947097e-02 5.932546728201301689e-03
5.027500000000000000e+07 1.333544008976324413e+00 3.092136382675526142e+08 6.146667157225574885e-01 4.803531815843531949e-01 1.000000000000693446e-10 -2.303159197136742886e+00 8.914109820670471152e+01 9.292235088112763606e+02 9.395653500000003078e+02 2.270134095684599760e-06 5.800407402741868492e-05 9.307351233200350862e+02 9.382720099999989998e+02 -2.394366663608504808e-02 5.960736425247070529e-03
5.032500000000000000e+07 1.333790390015447747e+00 3.078053946836086512e+08 6.148696913480086179e-01 4.803623663950740141e-01 1.000000000000692412e-10 -2.307201369984580364e+00 8.913253012689068555e+01 9.292257266974144159e+02 9.395653499999992846e+02 2.271150137459006968e-06 5.885689970148757355e-05 9.307325406843464179e+02 9.382720099999989998e+02 -2.388280764088435149e-02 5.990635240320082641e-03
5.037500000000000000e+07 1.334036127597894028e+00 3.063923903259136677e+08 6.150990638238855723e-01 4.803710520065664347e-01 1.000000000000698746e-10 -2.311429779701117404e+00 8.912318809656579788e+01 9.292281274571437280e+02 9.395653499999992846e+02 2.272716142320617819e-06 5.979034974006075298e-05 9.307297348133497508e+02 9.382720099999999093e+02 -2.382045721550074546e-02 6.022192868090121484e-03
5.042500000000000000e+07 1.334281216764640732e+00 3.049782115020697713e+08 6.153549557955728666e-01 4.803793819004659738e-01 1.000000000000707793e-10 -2.315838408911319313e+00 8.911307517150116553e+01 9.292307028353309306e+02 9.395653500000003078e+02 2.274872457570128513e-06 6.080653216645115819e-05 9.307267145066888361e+02 9.382720099999989998e+02 -2.375672271773510147e-02 6.055467873991644823e-03
5.047500000000000000e+07 1.334525652691011421e+00 3.035630403528385162e+08 6.156349452276802525e-01 4.803879724543465013e-01 1.000000000000710766e-10 -2.320411866692627889e+00 8.910225992072061274e+01 9.292334127096157772e+02 9.395653499999992846e+02 2.277664010965088921e-06 6.190034842048172962e-05 9.307235257365646248e+02 9.382720099999999093e+02 -2.369168930695408903e-02 6.090606845001916674e-03
5.052500000000000000e+07 1.334769429367758997e+00 3.021454228759590983e+08 6.159344027189043169e-01 4.803980005339402726e-01 1.000000000000706888e-10 -2.325123825972119640e+00 8.909087034325220600e+01 9.292361811569398924e+02 9.395653499999992846e+02 2.281172253156184304e-06 6.305869216337138278e-05 9.307202556797834632e+02 9.382720099999980903e+02 -2.362546106083485142e-02 6.127897990942680548e-03
5.057500000000000000e+07 1.335012540480037480e+00 3.007250038556431532e+08 6.162475269776502840e-01 4.804111720899211235e-01 1.000000000000703140e-10 -2.329937806106035847e+00 8.907907002242174599e+01 9.292389008079402402e+02 9.395653499999992846e+02 2.285548141582822626e-06 6.426158820779033672e-05 9.307170270553782530e+02 9.382720099999989998e+02 -2.355820843742506554e-02 6.167807557332687790e-03
5.062500000000000000e+07 1.335254981369156102e+00 2.993038527764170170e+08 6.165682431049914758e-01 4.804295752825212817e-01 1.000000000000717357e-10 -2.334810034790789857e+00 8.906703541850147587e+01 9.292414431631868865e+02 9.395653500000003078e+02 2.291015246196134499e-06 6.548415287420443704e-05 9.307139860572747239e+02 9.382720099999999093e+02 -2.349017890720173085e-02 6.210963168322178145e-03
5.067500000000000000e+07 1.335496750374068231e+00 2.978856756908491850e+08 6.168905595376652506e-01 4.804554665428144022e-01 1.000000000000740622e-10 -2.339693409093907217e+00 8.905494423241619018e+01 9.292436711132889968e+02 9.395653500000012173e+02 2.297838304359800832e-06 6.669845200792653484e-05 9.307112883489789965e+02 9.382720100000009325e+02 -2.342166325703853857e-02 6.258084990897944989e-03
5.072500000000000000e+07 1.335737846638790582e+00 2.964714532743962407e+08 6.172076848208947197e-01 4.804910448924152311e-01 1.000000000000753159e-10 -2.344541382837630916e+00 8.904299153006753897e+01 9.292454487566330954e+02 9.395653500000012173e+02 2.306242240658014113e-06 6.787356170357413483e-05 9.307090891167125619e+02 9.382720099999999093e+02 -2.335289741764423610e-02 6.309854076807691441e-03
5.077500000000000000e+07 1.335978268641846878e+00 2.950603536909964085e+08 6.175128754393531816e-01 4.805382616277694696e-01 1.000000000000753934e-10 -2.349311634543976179e+00 8.903136741592200565e+01 9.292466535616338206e+02 9.395653500000003078e+02 2.316405570459875838e-06 6.897858053984499960e-05 9.307075289661595434e+02 9.382720099999980903e+02 -2.328406463581433883e-02 6.366872140632913284e-03
5.082500000000000000e+07 1.336218014441075352e+00 2.936518514537972212e+08 6.178005526877961007e-01 4.805986928214902032e-01 1.000000000000748893e-10 -2.353968735850552552e+00 8.902022961997909078e+01 9.292471859060403858e+02 9.395653500000003078e+02 2.328477428635934222e-06 6.998607459021311959e-05 9.307067224322980792e+02 9.382720100000009325e+02 -2.321532366702516725e-02 6.429660376921724103e-03
5.087500000000000000e+07 1.336457082000014784e+00 2.922458241563672423e+08 6.180665247489683933e-01 4.806734800862165202e-01 1.000000000000736744e-10 -2.358485414260883761e+00 8.900969736743564908e+01 9.292469727173421461e+02 9.395653500000003078e+02 2.342574411374879264e-06 7.087365984776400438e-05 9.307067537522783596e+02 9.382720099999989998e+02 -2.314680538145896804e-02 6.498645632532920081e-03
5.092500000000000000e+07 1.336695470435683042e+00 2.908436726650507450e+08 6.183084066253040634e-01 4.807633289475882754e-01 1.000000000000729248e-10 -2.362842800162554102e+00 8.899984179356127356e+01 9.292459686103090917e+02 9.395653500000012173e+02 2.358797062845263822e-06 7.162553667816513078e-05 9.307076752033357252e+02 9.382720099999999093e+02 -2.307863230323192738e-02 6.574179149482669605e-03
5.097500000000000000e+07 1.336933180116253173e+00 2.894469057649204135e+08 6.185250085572830958e-01 4.808685467981534400e-01 1.000000000000729506e-10 -2.367029582009342104e+00 8.899070035903136500e+01 9.292441522061327532e+02 9.395653500000012173e+02 2.377214567311596620e-06 7.223166594118389083e-05 9.307095116573020732e+02 9.382720100000009325e+02 -2.301089669981504215e-02 6.656522250249421666e-03
5.102500000000000000e+07 1.337170207131376909e+00 2.880503003595660329e+08 6.187029056663859716e-01 4.809891017624697840e-01 1.000000000000720459e-10 -2.370973767531623810e+00 8.898264444377767290e+01 9.292415443981362841e+02 9.395653499999992846e+02 2.397107061500642194e-06 7.267325320781994598e-05 9.307122479273832596e+02 9.382720099999999093e+02 -2.294280703353113182e-02 6.744926030254809989e-03
5.107500000000000000e+07 1.337406547777753696e+00 2.866541146585213542e+08 6.188347347079252714e-01 4.811246878634291568e-01 1.000000000000709215e-10 -2.374629273799511608e+00 8.897588472715490582e+01 9.292381777381734764e+02 9.395653500000003078e+02 2.417996030436089591e-06 7.294240579476333195e-05 9.307158519741175269e+02 9.382720099999999093e+02 -2.287387744092050923e-02 6.838895535225057200e-03
5.112500000000000000e+07 1.337642200385037894e+00 2.852608151349881291e+08 6.189403742282086895e-01 4.812747910861169265e-01 1.000000000000701201e-10 -2.378113800137602318e+00 8.896986108103627089e+01 9.292340311029737450e+02 9.395653499999992846e+02 2.441020325952628671e-06 7.305930015309352124e-05 9.307203372668435577e+02 9.382720099999989998e+02 -2.280541113159717526e-02 6.939891917230713372e-03
5.117500000000000000e+07 1.337877164054956047e+00 2.838713256537349820e+08 6.190212720103315247e-01 4.814387479108005463e-01 1.000000000000697970e-10 -2.381434839238760315e+00 8.896453464911454034e+01 9.292291398494061241e+02 9.395653500000003078e+02 2.466161576575714055e-06 7.303042370865520843e-05 9.307256639316080964e+02 9.382720099999989998e+02 -2.273741620329694513e-02 7.047942266073478103e-03
5.122500000000000000e+07 1.338111440045511635e+00 2.824882318998894691e+08 6.190798158297079468e-01 4.816157915043523530e-01 1.000000000000700426e-10 -2.384602178372292158e+00 8.895984344905363628e+01 9.292235471675132885e+02 9.395653499999992846e+02 2.493419818736141747e-06 7.286578359105979697e-05 9.307317826254364945e+02 9.382720100000009325e+02 -2.266992350793994859e-02 7.163080170090374565e-03
5.127500000000000000e+07 1.338345030944941394e+00 2.811131052567186356e+08 6.191181956694843391e-01 4.818050883984033583e-01 1.000000000000700943e-10 -2.387626642300294755e+00 8.895572896368622651e+01 9.292172993117218311e+02 9.395653500000012173e+02 2.522774186403663261e-06 7.257626142545268761e-05 9.307386407677598754e+02 9.382720100000009325e+02 -2.260293952297232067e-02 7.285300834775697114e-03
5.132500000000000000e+07 1.338577939779944215e+00 2.797464336906039715e+08 6.191382886535046204e-01 4.820057645263109980e-01 1.000000000000697065e-10 -2.390519548128156924e+00 8.895213920070523272e+01 9.292104438778854956e+02 9.395653500000003078e+02 2.554182567367599607e-06 7.217298244392924167e-05 9.307461845376590190e+02 9.382720100000009325e+02 -2.253644789075170962e-02 7.414562352477131225e-03
5.137500000000000000e+07 1.338810168905246289e+00 2.783873701331950426e+08 6.191414956846982287e-01 4.822169234914269742e-01 1.000000000000696161e-10 -2.393292279175824877e+00 8.894903272510299530e+01 9.292030283289676618e+02 9.395653500000003078e+02 2.587577396711674294e-06 7.166667568377275521e-05 9.307543606392272295e+02 9.382720099999999093e+02 -2.247040712792092165e-02 7.550781162177076788e-03
5.142500000000000000e+07 1.339041719701644206e+00 2.770347127339466810e+08 6.191290736889897284e-01 4.824376598549061645e-01 1.000000000000701847e-10 -2.395956193991883421e+00 8.894637134867815575e+01 9.291951001317988812e+02 9.395653500000003078e+02 2.622881005364731472e-06 7.106805632779400982e-05 9.307631158681525676e+02 9.382720099999989998e+02 -2.240477022324238732e-02 7.693851128570585417e-03
5.147500000000000000e+07 1.339272593928818367e+00 2.756888842975853682e+08 6.191028712760627828e-01 4.826670705305147191e-01 1.000000000000716582e-10 -2.398522739545156934e+00 8.894410358739398248e+01 9.291867082417470556e+02 9.395653500000003078e+02 2.660038328478336934e-06 7.038900662372545979e-05 9.307723948517156032e+02 9.382720099999989998e+02 -2.233952116474569038e-02 7.843683915586886421e-03
5.152500000000000000e+07 1.339502793124215385e+00 2.743495878693516850e+08 6.190644020111071288e-01 4.829042649967839607e-01 1.000000000000731962e-10 -2.401002904569212948e+00 8.894218587220841243e+01 9.291779000928155483e+02 9.395653500000003078e+02 2.698979478706632370e-06 6.964061660720090362e-05 9.307821441613921252e+02 9.382720099999999093e+02 -2.227463241800720084e-02 8.000163668121777760e-03
5.157500000000000000e+07 1.339732317317997801e+00 2.730150001726612449e+08 6.190145090121385030e-01 4.831483721564416300e-01 1.000000000000742173e-10 -2.403406988596673788e+00 8.894059025591297996e+01 9.291687202057134982e+02 9.395653499999983751e+02 2.739605672186604140e-06 6.883242592548808334e-05 9.307923141325630922e+02 9.382720099999980903e+02 -2.221005147017240944e-02 8.163129935632763845e-03
5.162500000000000000e+07 1.339961164542683436e+00 2.716827298325755596e+08 6.189537187191321843e-01 4.833985454693273121e-01 1.000000000000743724e-10 -2.405744676972152885e+00 8.893929643759875603e+01 9.291592108299021220e+02 9.395653500000003078e+02 2.781804229145746606e-06 6.797301328054262146e-05 9.308028578550322436e+02 9.382720099999999093e+02 -2.214571904405993052e-02 8.332396061723945993e-03
5.167500000000000000e+07 1.340189331990172317e+00 2.703517748670603633e+08 6.188829896766278038e-01 4.836539676219748229e-01 1.000000000000740105e-10 -2.408025230845190379e+00 8.893827485620364826e+01 9.291494138999191819e+02 9.395653500000003078e+02 2.825481679410196479e-06 6.707131153282448928e-05 9.308137283834580558e+02 9.382720099999999093e+02 -2.208160418880478204e-02 8.507789315611724232e-03
5.172500000000000000e+07 1.340416819463791098e+00 2.690252233744173050e+08 6.188047548806970832e-01 4.839138558842953630e-01 1.000000000000735969e-10 -2.410257682350855468e+00 8.893746322420459194e+01 9.291393740677981441e+02 9.395653500000003078e+02 2.870611919992474672e-06 6.613839175589108295e-05 9.308248745205740988e+02 9.382720099999999093e+02 -2.201775112583881366e-02 8.689208562827583499e-03
5.177500000000000000e+07 1.340643631475375352e+00 2.677086148033467233e+08 6.187222857737179060e-01 4.841774678030599244e-01 1.000000000000717874e-10 -2.412450462411444008e+00 8.893678108291793194e+01 9.291291368274289653e+02 9.395653500000003078e+02 2.917211835603207360e-06 6.518612931584425612e-05 9.308362434335599573e+02 9.382720099999999093e+02 -2.195424849406091283e-02 8.876594570249323260e-03
5.182500000000000000e+07 1.340869775435357791e+00 2.664053136789805591e+08 6.186378977306724591e-01 4.844441033753192349e-01 1.000000000000698746e-10 -2.414610849548854965e+00 8.893617039979449146e+01 9.291187429903250177e+02 9.395653500000012173e+02 2.965262492079270113e-06 6.422391139859877373e-05 9.308477882600525390e+02 9.382720099999999093e+02 -2.189114766795174916e-02 9.069835888335766108e-03
5.187500000000000000e+07 1.341095259187573552e+00 2.651157599987435341e+08 6.185526539166377180e-01 4.847131025555455608e-01 1.000000000000690215e-10 -2.416744976505154519e+00 8.893560217705420712e+01 9.291082276256815931e+02 9.395653500000003078e+02 3.014693563173300994e-06 6.325821403541269437e-05 9.308594695184312968e+02 9.382720099999989998e+02 -2.182845126591281826e-02 9.268750156441282750e-03
5.192500000000000000e+07 1.341320087643133929e+00 2.638364400700027943e+08 6.184659574374524738e-01 4.849838405990860024e-01 1.000000000000692542e-10 -2.418857840986372132e+00 8.893508555275468552e+01 9.290976186408280455e+02 9.395653499999992846e+02 3.065361279155786037e-06 6.229204481808460654e-05 9.308712570034410874e+02 9.382720099999999093e+02 -2.176609761999248605e-02 9.473057618353538517e-03
