1000
T Rho Ye Ym Mue Mum Mun Mup Un Up M*n M*p
1.5572009e+01 1.8399057e+13 1.2024124e-01 2.1321197e-02 5.5473132e+01 7.8453540e+01 9.1634312e+02 8.7279791e+02 1.2083539e+01 7.4655763e+00 9.2166739e+02 9.2037404e+02 
6.1436434e+00 1.3825362e+11 2.1292466e-01 6.7449687e-02 8.9339032e+00 8.1175005e+01 9.0982887e+02 9.0252721e+02 9.3095719e-02 7.1190563e-02 9.3940568e+02 9.3811234e+02 
1.5584094e+01 2.1818012e+13 1.1113273e-01 7.0338500e-02 5.7876544e+01 1.0191793e+02 9.1707858e+02 8.7816656e+02 1.3489590e+01 8.6332188e+00 9.1944071e+02 9.1814737e+02 
5.3462364e+01 3.4516196e+14 2.3262405e-01 8.2630256e-02 1.8082216e+02 1.2784512e+02 9.2420651e+02 8.4690167e+02 2.2273965e+02 1.9778645e+02 6.7908746e+02 6.7779412e+02 
3.0550621e+01 6.6584771e+14 2.3905629e-01 8.9825593e-02 2.6851282e+02 2.1205175e+02 1.0521933e+03 9.8466058e+02 4.1699007e+02 4.0215301e+02 5.0974362e+02 5.0845028e+02 
4.0456299e+01 5.3408767e+14 2.4099298e-01 7.2105463e-02 2.3975164e+02 1.7143626e+02 1.0002554e+03 9.2575669e+02 3.3728869e+02 3.1673982e+02 5.7392188e+02 5.7262854e+02 
7.9741364e+00 2.8711156e+12 9.5053159e-02 9.5048084e-02 2.7287111e+01 9.8318773e+01 9.2149127e+02 9.0418244e+02 1.7545731e+00 1.1311696e+00 9.3679009e+02 9.3549675e+02 
3.2927528e+01 8.3747358e+13 1.8123820e-01 5.0948533e-02 1.0028906e+02 8.4211202e+01 8.9643484e+02 8.2913253e+02 5.5677496e+01 3.9030056e+01 8.6369169e+02 8.6239835e+02 
6.7897129e+00 1.0654169e+12 1.1106242e-01 2.7748299e-02 1.9468825e+01 8.5411977e+01 9.2031409e+02 9.0417402e+02 7.2957634e-01 4.5650991e-01 9.3841522e+02 9.3712187e+02 
7.5379448e+00 2.0828899e+12 9.3987681e-02 4.5475891e-02 2.3814275e+01 9.0894650e+01 9.2169001e+02 9.0260965e+02 1.3830844e+00 8.5491774e-01 9.3740603e+02 9.3611269e+02 
5.2514729e+01 5.6645666e+14 2.3389632e-01 2.5521494e-02 2.2862402e+02 8.9212980e+01 1.0114322e+03 9.0480060e+02 3.5775778e+02 3.3223578e+02 5.6523776e+02 5.6394442e+02 
2.7686745e+01 8.5489604e+13 1.4387925e-01 9.2451491e-02 9.8124461e+01 1.1895224e+02 9.0835520e+02 8.4810412e+02 5.6002868e+01 3.9291147e+01 8.6259745e+02 8.6130412e+02 
3.7222328e+01 6.3896443e+14 2.3717500e-01 4.7126904e-02 2.5839636e+02 1.6215464e+02 1.0459196e+03 9.5817120e+02 4.0134605e+02 3.8144070e+02 5.2505771e+02 5.2376438e+02 
4.6341496e+01 2.4655028e+14 2.4891731e-01 8.4703786e-02 1.6908226e+02 1.2424948e+02 9.0607578e+02 8.4413205e+02 1.6378125e+02 1.4176863e+02 7.3734142e+02 7.3604808e+02 
1.2050157e+01 1.0922991e+13 1.0371771e-01 2.1483607e-02 4.4972408e+01 8.3681138e+01 9.2088584e+02 8.8485793e+02 7.2051928e+00 4.3623826e+00 9.2874375e+02 9.2745041e+02 
4.5719376e+01 1.8091001e+14 2.1394494e-01 1.7431914e-02 1.3583719e+02 3.8576473e+01 9.0154612e+02 8.0364331e+02 1.2554551e+02 9.3783072e+01 7.8438100e+02 7.8308766e+02 
3.4309525e+01 6.4647203e+14 2.3810218e-01 7.8155038e-02 2.6238772e+02 1.9699250e+02 1.0452849e+03 9.7194464e+02 4.0550043e+02 3.8890464e+02 5.1993921e+02 5.1864588e+02 
3.2764271e+01 1.1508211e+14 1.6090439e-01 6.1985025e-02 1.1091946e+02 1.0394552e+02 9.0764584e+02 8.3163821e+02 7.8439474e+01 5.5099373e+01 8.3636362e+02 8.3507028e+02 
4.8656651e+01 2.7349592e+14 2.4195896e-01 3.6116605e-02 1.7172668e+02 7.8676157e+01 9.1513222e+02 8.2833736e+02 1.8083890e+02 1.5089802e+02 7.2062428e+02 7.1933094e+02 
6.8380113e+00 4.1818148e+11 1.5236914e-01 9.8411753e-02 1.3553852e+01 8.7494985e+01 9.1298700e+02 9.0352102e+02 2.7725239e-01 2.0221472e-01 9.3910004e+02 9.3780670e+02 
2.7083998e+01 7.3512895e+14 2.3924327e-01 1.7244155e-02 2.8059437e+02 1.3775224e+02 1.0936357e+03 9.9452462e+02 4.5971728e+02 4.4118619e+02 4.8189818e+02 4.8060485e+02 
2.6907730e+01 8.1138308e+14 2.3142295e-01 6.5572861e-02 2.8725412e+02 2.0825023e+02 1.1236442e+03 1.0388512e+03 5.0688963e+02 4.9407235e+02 4.5276481e+02 4.5147147e+02 
1.5707900e+01 1.9145530e+13 1.1916108e-01 1.6773671e-03 5.6080336e+01 3.8052895e+01 9.1712746e+02 8.6946234e+02 1.2948283e+01 7.8482054e+00 9.2055411e+02 9.1926077e+02 
5.1854244e+01 4.0985709e+14 2.3951204e-01 3.0489197e-02 2.0106530e+02 8.2906409e+01 9.5375209e+02 8.5561812e+02 2.6349019e+02 2.3357541e+02 6.4245798e+02 6.4116464e+02 
5.1158024e+01 5.8244414e+14 2.3463765e-01 3.3118156e-02 2.3340704e+02 1.0885970e+02 1.0176243e+03 9.1564459e+02 3.6731261e+02 3.4338047e+02 5.5725544e+02 5.5596211e+02 
1.2357001e+01 2.3639196e+13 7.6350346e-02 3.4177032e-02 5.4840466e+01 9.9229578e+01 9.2775280e+02 8.8300311e+02 1.5764750e+01 9.3258262e+00 9.1665514e+02 9.1536180e+02 
8.3247948e+00 2.6916920e+12 1.0573336e-01 7.8046706e-02 2.7309222e+01 9.4959309e+01 9.1992098e+02 9.0204373e+02 1.6889147e+00 1.0915209e+00 9.3689311e+02 9.3559977e+02 
2.4654760e+01 5.2097336e+14 2.5131017e-01 1.7836670e-02 2.5423675e+02 1.3031713e+02 1.0081598e+03 9.2414334e+02 3.3027104e+02 3.0431831e+02 5.7352586e+02 5.7223253e+02 
1.7976393e+01 4.5813587e+14 2.6348260e-01 9.1536750e-02 2.5070255e+02 2.0189227e+02 9.7900500e+02 9.3010708e+02 2.8964022e+02 2.7214685e+02 6.0247361e+02 6.0118027e+02 
6.9079256e+00 6.2856174e+11 1.3060659e-01 6.4978478e-02 1.5701699e+01 8.7141678e+01 9.1585157e+02 9.0354861e+02 4.2457552e-01 2.8772973e-01 9.3887431e+02 9.3758096e+02 
2.6703133e+01 6.6506046e+13 1.4900492e-01 5.5755342e-02 8.9900358e+01 9.6103197e+01 9.0676490e+02 8.4421636e+02 4.3934565e+01 2.9484809e+01 8.7860080e+02 8.7730746e+02 
3.5186943e+01 5.1875296e+14 2.4407825e-01 3.3313684e-02 2.4325638e+02 1.3693670e+02 1.0026038e+03 9.1654117e+02 3.2878822e+02 3.0362724e+02 5.7911890e+02 5.7782556e+02 
1.2410376e+01 1.4174450e+13 9.6607558e-02 5.9239002e-02 4.8503840e+01 9.9649827e+01 9.2161527e+02 8.8710821e+02 8.8610368e+00 5.4852328e+00 9.2624168e+02 9.2494834e+02 
1.3276767e+01 1.9001707e+13 9.3991406e-02 3.4497270e-02 5.3381744e+01 9.3756812e+01 9.2307316e+02 8.8120296e+02 1.2442772e+01 7.5178113e+00 9.2122364e+02 9.1993030e+02 
5.3662281e+01 4.7016014e+14 2.3520522e-01 4.7089729e-02 2.0961764e+02 1.1140885e+02 9.7084906e+02 8.7593922e+02 2.9944666e+02 2.7300138e+02 6.1181778e+02 6.1052444e+02 
3.0495224e+01 6.6506253e+14 2.3912887e-01 5.3969726e-02 2.6846771e+02 1.8147938e+02 1.0571318e+03 9.7506446e+02 4.1684827e+02 3.9875808e+02 5.1062717e+02 5.0933383e+02 
2.3301271e+01 6.9081147e+14 2.4446468e-01 3.5192524e-02 2.7879340e+02 1.7033885e+02 1.0715902e+03 9.8524654e+02 4.3294718e+02 4.1466232e+02 4.9710951e+02 4.9581617e+02 
1.5882179e+01 3.3216421e+13 9.5839195e-02 7.9619492e-02 6.5014375e+01 1.1192294e+02 9.2153320e+02 8.7765184e+02 2.0792023e+01 1.3175437e+01 9.0925960e+02 9.0796626e+02 
6.6834412e+00 8.6280339e+11 1.1541095e-01 4.2442859e-02 1.7927169e+01 8.7360684e+01 9.1924739e+02 9.0481709e+02 5.8664381e-01 3.7637814e-01 9.3863066e+02 9.3733732e+02 
1.7479172e+01 2.8500398e+13 1.1675787e-01 2.2008283e-02 6.4086299e+01 8.0043193e+01 9.1716900e+02 8.6585473e+02 1.8984559e+01 1.1687955e+01 9.1208069e+02 9.1078735e+02 
1.7771418e+01 3.7760409e+13 1.0677137e-01 3.8964756e-02 6.9538658e+01 9.5698580e+01 9.2000958e+02 8.6649225e+02 2.5064117e+01 1.5506735e+01 9.0377608e+02 9.0248274e+02 
2.4635860e+01 7.0426256e+14 2.4274082e-01 2.1277611e-02 2.7924845e+02 1.4811340e+02 1.0793599e+03 9.8559560e+02 4.4107881e+02 4.2195281e+02 4.9264961e+02 4.9135628e+02 
4.1372448e+01 2.0742347e+14 1.7597802e-01 5.3625450e-02 1.3863601e+02 1.0259008e+02 9.1706730e+02 8.2084837e+02 1.4335379e+02 1.0916419e+02 7.6355623e+02 7.6226289e+02 
2.2304672e+01 6.4008132e+14 2.4481520e-01 2.3278041e-02 2.7215050e+02 1.5103837e+02 1.0522614e+03 9.6370126e+02 4.0211141e+02 3.8079761e+02 5.1804995e+02 5.1675661e+02 
6.0184374e+00 3.6454921e+11 1.4305647e-01 6.3953516e-04 1.3357213e+01 5.9633147e+01 9.1740345e+02 9.0439701e+02 2.5901914e-01 1.6625506e-01 9.3915150e+02 9.3785816e+02 
3.7142048e+01 1.7395649e+14 1.6574089e-01 3.7910735e-02 1.2980685e+02 8.9828596e+01 9.1779658e+02 8.2015124e+02 1.2163397e+02 8.7406677e+01 7.8790466e+02 7.8661132e+02 
7.4308028e+00 2.1225030e+12 9.5094964e-02 9.5301011e-03 2.4343889e+01 7.9545404e+01 9.2265862e+02 9.0086163e+02 1.4665954e+00 8.7764248e-01 9.3730362e+02 9.3601028e+02 
5.3720425e+01 3.0222467e+14 2.2688718e-01 8.2516746e-02 1.6692293e+02 1.1869286e+02 9.1121951e+02 8.3257808e+02 1.9701796e+02 1.7111860e+02 7.0444262e+02 7.0314928e+02 
2.3710352e+01 8.4168293e+14 2.3094857e-01 6.0681866e-03 2.9255353e+02 1.1275790e+02 1.1487591e+03 1.0367774e+03 5.2521623e+02 5.0960167e+02 4.4312716e+02 4.4183382e+02 
7.7331562e+00 2.3862538e+12 9.7713515e-02 3.3374473e-02 2.5640998e+01 8.8782842e+01 9.2199330e+02 9.0149646e+02 1.5910615e+00 9.7402235e-01 9.3709395e+02 9.3580061e+02 
1.9754343e+01 6.0984803e+13 1.0286071e-01 3.1370014e-02 8.1718042e+01 9.6224058e+01 9.2353594e+02 8.5718625e+02 4.2232931e+01 2.5965292e+01 8.8167623e+02 8.8038289e+02 
6.7668619e+00 2.6638030e+11 1.8019377e-01 4.6610184e-02 1.1345849e+01 7.9582102e+01 9.1068330e+02 9.0060100e+02 1.8268289e-01 1.3064025e-01 9.3926127e+02 9.3796793e+02 
3.4528271e+01 7.1324213e+14 2.3481162e-01 8.5419625e-02 2.7048441e+02 2.0893002e+02 1.0727386e+03 9.9911941e+02 4.4626340e+02 4.3208462e+02 4.9252637e+02 4.9123304e+02 
7.9698863e+00 2.1305986e+12 1.0901183e-01 1.4138850e-02 2.5225747e+01 7.9941336e+01 9.2041955e+02 8.9930562e+02 1.4530289e+00 8.8934715e-01 9.3730873e+02 9.3601539e+02 
4.3018166e+01 2.1381530e+14 2.5448546e-01 7.6731272e-02 1.6457634e+02 1.1829763e+02 9.0422768e+02 8.4432017e+02 1.4340919e+02 1.2176767e+02 7.5943273e+02 7.5813939e+02 
1.8187893e+01 4.8910259e+14 2.6002976e-01 5.4041978e-02 2.5515195e+02 1.7904039e+02 9.9352658e+02 9.2946993e+02 3.0996490e+02 2.8831202e+02 5.8662448e+02 5.8533115e+02 
1.0721897e+01 1.9014875e+13 7.2386980e-02 8.0340026e-02 5.0808842e+01 1.1180427e+02 9.2840908e+02 8.9390409e+02 1.1481800e+01 6.9567901e+00 9.2251771e+02 9.2122437e+02 
2.7490282e+01 6.5636643e+14 2.4074283e-01 2.4357386e-02 2.6989863e+02 1.4655520e+02 1.0581326e+03 9.6590823e+02 4.1171636e+02 3.9072115e+02 5.1341000e+02 5.1211666e+02 
1.6273415e+01 3.8040924e+13 9.3817942e-02 1.1842055e-02 6.7840098e+01 7.8275884e+01 9.2479083e+02 8.6598755e+02 2.6433189e+01 1.5702257e+01 9.0231123e+02 9.0101789e+02 
2.2486111e+01 7.2561070e+14 2.3890655e-01 5.8678539e-02 2.8177038e+02 1.9925335e+02 1.0836264e+03 1.0034096e+03 4.5370031e+02 4.3814160e+02 4.8262709e+02 4.8133375e+02 
4.0931225e+01 1.3256567e+14 2.0888323e-01 6.6998618e-02 1.2142498e+02 9.3115248e+01 8.9079066e+02 8.1989835e+02 8.9190908e+01 6.7745277e+01 8.2293241e+02 8.2163907e+02 
2.9961082e+01 7.5947598e+14 2.3737717e-01 5.7091609e-02 2.8120433e+02 1.9284492e+02 1.0989817e+03 1.0142923e+03 4.7499674e+02 4.6030962e+02 4.7299110e+02 4.7169776e+02 
2.0893803e+01 4.6940138e+13 1.2232032e-01 8.7613421e-02 7.6966884e+01 1.1241619e+02 9.1329208e+02 8.6453147e+02 2.9540961e+01 1.9707385e+01 8.9701490e+02 8.9572156e+02 
5.7272266e+01 3.9247415e+14 2.2069743e-01 5.2516640e-02 1.8169599e+02 9.8733450e+01 9.4070471e+02 8.4010298e+02 2.5303911e+02 2.2308670e+02 6.5404081e+02 6.5274747e+02 
6.1792154e+00 2.1437268e+11 1.7647028e-01 4.7995161e-02 1.0610144e+01 8.1585125e+01 9.1273590e+02 9.0335255e+02 1.4743179e-01 1.0501424e-01 9.3931989e+02 9.3802655e+02 
1.8524725e+01 4.7361953e+14 2.6482517e-01 5.1140052e-02 2.5377691e+02 1.7488309e+02 9.8867795e+02 9.2577095e+02 3.0059542e+02 2.7872326e+02 5.9468225e+02 5.9338892e+02 
5.1727238e+01 5.4803105e+14 2.3553997e-01 5.6162212e-02 2.2707328e+02 1.3646526e+02 1.0000202e+03 9.0958669e+02 3.4591944e+02 3.2330143e+02 5.7318049e+02 5.7188715e+02 
3.0315264e+01 7.5826003e+13 1.6840911e-01 1.1796441e-02 9.5893247e+01 4.2395402e+01 9.0358746e+02 8.2701076e+02 5.2044642e+01 3.4134882e+01 8.6933671e+02 8.6804337e+02 
6.9247608e+00 8.3289040e+11 1.1705739e-01 6.2308505e-02 1.7310232e+01 8.8767120e+01 9.1775213e+02 9.0422510e+02 5.6018285e-01 3.6962329e-01 9.3866361e+02 9.3737027e+02 
5.2781784e+01 3.1434869e+14 2.0804606e-01 9.6237486e-02 1.6446077e+02 1.3313067e+02 9.1724885e+02 8.3658761e+02 2.0449850e+02 1.7784538e+02 6.9692402e+02 6.9563068e+02 
2.6631109e+01 4.9137895e+14 2.5129324e-01 5.1236241e-02 2.4772734e+02 1.6806225e+02 9.9373031e+02 9.2256393e+02 3.1162776e+02 2.8859479e+02 5.8880589e+02 5.8751255e+02 
1.0002207e+01 5.9007015e+12 1.0166445e-01 7.9750972e-02 3.6018961e+01 9.8361016e+01 9.2026395e+02 8.9694346e+02 3.5963806e+00 2.2943041e+00 9.3397264e+02 9.3267929e+02 
2.2316305e+01 6.5174589e+13 1.1929099e-01 3.9779691e-02 8.6281600e+01 9.7090693e+01 9.1848934e+02 8.5216561e+02 4.4430744e+01 2.8155104e+01 8.7861614e+02 8.7732280e+02 
5.8600473e+00 3.6426727e+11 1.4147963e-01 7.8945502e-02 1.3542846e+01 8.9432012e+01 9.1756752e+02 9.0809583e+02 2.4434738e-01 1.7051235e-01 9.3916116e+02 9.3786782e+02 
2.3524139e+01 7.2109020e+13 1.2360986e-01 9.9503740e-03 9.0068513e+01 6.1364810e+01 9.1958494e+02 8.4251716e+02 5.0767552e+01 3.1374723e+01 8.7135416e+02 8.7006082e+02 
2.0766918e+01 4.6666611e+13 1.2153693e-01 7.7357586e-02 7.6712397e+01 1.0925113e+02 9.1402607e+02 8.6341688e+02 2.9723369e+01 1.9577753e+01 8.9693722e+02 8.9564388e+02 
2.4437731e+01 6.9862247e+14 2.4323504e-01 4.6558886e-02 2.7877430e+02 1.8315664e+02 1.0733001e+03 9.9047489e+02 4.3766232e+02 4.2052915e+02 4.9421246e+02 4.9291913e+02 
6.4572053e+00 7.4329411e+11 1.2317192e-01 9.2814431e-04 1.7502262e+01 6.2556446e+01 9.1969627e+02 9.0387835e+02 5.2355062e-01 3.2496503e-01 9.3874122e+02 9.3744788e+02 
5.3358791e+01 2.9743612e+14 2.2863987e-01 1.8560527e-02 1.6679963e+02 4.2369688e+01 9.1901597e+02 8.1277907e+02 1.9671816e+02 1.6209758e+02 7.0735053e+02 7.0605719e+02 
2.6471626e+01 6.7390694e+14 2.4000920e-01 3.9401015e-02 2.7278470e+02 1.7081430e+02 1.0638139e+03 9.7712509e+02 4.2249955e+02 4.0352847e+02 5.0537383e+02 5.0408050e+02 
2.6387062e+01 4.7898276e+13 1.6723840e-01 6.5646687e-02 8.1400316e+01 9.1905241e+01 8.9857488e+02 8.4721037e+02 3.0329915e+01 2.1018425e+01 8.9578368e+02 8.9449034e+02 
3.2400726e+01 5.9962294e+13 2.2292665e-01 1.4523008e-02 9.4780046e+01 3.4925291e+01 8.8758926e+02 8.2746213e+02 3.8956316e+01 2.7369366e+01 8.8464140e+02 8.8334806e+02 
1.8874359e+01 5.4531844e+14 2.5873429e-01 6.6500446e-02 2.6411534e+02 1.9364959e+02 1.0097632e+03 9.4751380e+02 3.4359635e+02 3.2488445e+02 5.5895994e+02 5.5766661e+02 
2.3504040e+01 6.9557210e+14 2.4385537e-01 2.7079329e-02 2.7910950e+02 1.5893903e+02 1.0748398e+03 9.8465695e+02 4.3585507e+02 4.1699229e+02 4.9548043e+02 4.9418709e+02 
1.6023760e+01 2.7083779e+13 1.0560491e-01 7.4988277e-02 6.1777452e+01 1.0629695e+02 9.1858369e+02 8.7711758e+02 1.6817078e+01 1.0737045e+01 9.1474589e+02 9.1345255e+02 
2.2678411e+01 3.9661469e+14 2.6222834e-01 6.5446684e-02 2.3555144e+02 1.7401655e+02 9.6527886e+02 9.0784029e+02 2.5357878e+02 2.3128726e+02 6.3781727e+02 6.3652393e+02 
4.1714153e+01 1.6261090e+14 2.5217584e-01 7.5191576e-02 1.4606157e+02 1.0636504e+02 8.9258094e+02 8.3504740e+02 1.0799981e+02 8.8643143e+01 7.9892423e+02 7.9763089e+02 
3.3555031e+01 6.0133018e+14 2.4102280e-01 7.8347584e-02 2.5723354e+02 1.9356059e+02 1.0270874e+03 9.5653082e+02 3.7769311e+02 3.5996897e+02 5.3934406e+02 5.3805072e+02 
5.6692338e+00 1.7106674e+11 1.8056807e-01 7.4536433e-02 1.0110411e+01 8.5585561e+01 9.1418219e+02 9.0648845e+02 1.1571603e-01 8.5311053e-02 9.3936955e+02 9.3807621e+02 
2.3180565e+01 4.5130735e+14 2.5744903e-01 6.1614787e-02 2.4462692e+02 1.7673211e+02 9.8066541e+02 9.1817254e+02 2.8686870e+02 2.6472505e+02 6.0814011e+02 6.0684678e+02 
1.7837753e+01 2.3307265e+13 1.3168482e-01 1.1800077e-02 6.1171084e+01 6.3508738e+01 9.1323647e+02 8.6408854e+02 1.5484382e+01 9.6175417e+00 9.1688847e+02 9.1559513e+02 
1.5702043e+01 4.0922885e+13 8.6272158e-02 6.6154229e-02 6.8267121e+01 1.1274931e+02 9.2514931e+02 8.7566903e+02 2.6633168e+01 1.6495259e+01 9.0153647e+02 9.0024313e+02 
2.5782236e+01 7.5553501e+14 2.3688242e-01 3.9482026e-02 2.8310501e+02 1.7734237e+02 1.1005861e+03 1.0094785e+03 4.7253832e+02 4.5636943e+02 4.7307306e+02 4.7177973e+02 
4.3655533e+01 2.1803643e+14 1.8534854e-01 2.4567565e-02 1.4211238e+02 6.3574159e+01 9.1848436e+02 8.1075719e+02 1.5101746e+02 1.1361784e+02 7.5650142e+02 7.5520809e+02 
3.4206528e+01 5.1236722e+14 2.4474680e-01 7.3383542e-02 2.4323927e+02 1.7925850e+02 9.9541283e+02 9.2634498e+02 3.2395279e+02 3.0335979e+02 5.8151611e+02 5.8022277e+02 
2.1739338e+01 6.1925906e+14 2.5070858e-01 5.9324190e-02 2.7157024e+02 1.9198527e+02 1.0383534e+03 9.6719262e+02 3.8903688e+02 3.7104935e+02 5.2614899e+02 5.2485566e+02 
2.0954159e+01 8.7191171e+14 2.2988959e-01 7.6012815e-02 2.9702881e+02 2.2684248e+02 1.1527944e+03 1.0705100e+03 5.4413980e+02 5.3367138e+02 4.2968037e+02 4.2838704e+02 
2.0484882e+01 4.9169515e+13 1.1718579e-01 2.8991061e-02 7.7674578e+01 8.7555964e+01 9.1800221e+02 8.5633055e+02 3.3351363e+01 2.0746933e+01 8.9292903e+02 8.9163569e+02 
1.5697260e+01 1.4382360e+13 1.3363892e-01 3.4658403e-02 5.1674223e+01 8.1976101e+01 9.1208951e+02 8.7432684e+02 9.2069897e+00 5.8751429e+00 9.2566168e+02 9.2436834e+02 
6.3900127e+00 5.1974475e+11 1.2847969e-01 4.8321906e-02 1.4760787e+01 8.6178260e+01 9.1735857e+02 9.0506177e+02 3.5668171e-01 2.3638118e-01 9.3898886e+02 9.3769552e+02 
5.0280819e+01 2.3520424e+14 2.2274624e-01 8.7174722e-02 1.5073509e+02 1.1445637e+02 8.9817466e+02 8.2519473e+02 1.5698818e+02 1.3222271e+02 7.4597274e+02 7.4467941e+02 
3.5898968e+01 9.1499681e+13 2.0117238e-01 9.3149629e-02 1.0568698e+02 1.0370230e+02 8.8652181e+02 8.3183718e+02 5.8727149e+01 4.4688191e+01 8.5821538e+02 8.5692204e+02 
5.7627960e+01 4.5016029e+14 2.2527231e-01 4.7335910e-02 1.9569829e+02 9.9972261e+01 9.6056263e+02 8.5834761e+02 2.8759251e+02 2.5919930e+02 6.2381093e+02 6.2251760e+02 
9.7484922e+00 4.2803504e+12 1.1165995e-01 6.4777368e-02 3.2683548e+01 9.3305997e+01 9.1851869e+02 8.9656313e+02 2.6879878e+00 1.7230909e+00 9.3535879e+02 9.3406545e+02 
2.5602921e+01 9.1093580e+13 1.2896033e-01 2.0021558e-02 9.9014350e+01 7.8460429e+01 9.2012914e+02 8.3845368e+02 6.4198459e+01 4.0691927e+01 8.5483596e+02 8.5354262e+02 
5.3587597e+01 3.4667630e+14 2.3226127e-01 3.0259704e-02 1.8087880e+02 6.9741366e+01 9.3193573e+02 8.3053824e+02 2.2567645e+02 1.9334859e+02 6.7836748e+02 6.7707415e+02 
6.2752595e+00 3.2090312e+11 1.5438931e-01 9.1111548e-02 1.2487112e+01 8.7685111e+01 9.1443147e+02 9.0551156e+02 2.1457929e-01 1.5554435e-01 9.3920545e+02 9.3791211e+02 
3.8399708e+01 9.3808939e+13 2.3613618e-01 1.4477289e-02 1.1206801e+02 3.0543424e+01 8.8524491e+02 8.1508321e+02 6.2552031e+01 4.5191020e+01 8.5526687e+02 8.5397353e+02 
2.1946590e+01 6.9384127e+13 1.1454472e-01 2.2005493e-02 8.7653676e+01 8.4891032e+01 9.2161705e+02 8.4918472e+02 4.8525865e+01 3.0031300e+01 8.7392127e+02 8.7262793e+02 
6.3576312e+00 5.8013535e+11 1.2268974e-01 6.7988445e-02 1.5375399e+01 8.9258290e+01 9.1804337e+02 9.0630512e+02 3.9104902e-01 2.6216182e-01 9.3893025e+02 9.3763692e+02 
5.1388760e+01 4.9903584e+14 2.3789848e-01 2.3019328e-02 2.1942399e+02 7.9618017e+01 9.8627310e+02 8.8242997e+02 3.1702755e+02 2.8894591e+02 5.9659219e+02 5.9529885e+02 
2.7851624e+01 5.3261983e+14 2.4842417e-01 9.8549443e-02 2.5308745e+02 2.0650973e+02 1.0007885e+03 9.4451367e+02 3.3552212e+02 3.1882697e+02 5.6847503e+02 5.6718169e+02 
1.7677971e+01 3.2045290e+13 1.1320333e-01 5.3757676e-02 6.6402278e+01 9.9163953e+01 9.1718613e+02 8.6944027e+02 2.0600996e+01 1.3028759e+01 9.0962208e+02 9.0832874e+02 
1.5045695e+01 2.9021723e+13 9.3845285e-02 1.0233574e-02 6.1762434e+01 7.5936958e+01 9.2419689e+02 8.7072671e+02 1.9982260e+01 1.1843758e+01 9.1093607e+02 9.0964273e+02 
3.6008259e+01 1.3623338e+14 1.7166439e-01 4.4762517e-02 1.1899496e+02 8.9590755e+01 9.0817550e+02 8.2224056e+02 9.4318898e+01 6.6743250e+01 8.1850209e+02 8.1720875e+02 
4.1280750e+01 2.0571781e+14 1.7722271e-01 9.3445489e-02 1.3869395e+02 1.3035708e+02 9.1222092e+02 8.3191566e+02 1.4054805e+02 1.1159971e+02 7.6489250e+02 7.6359917e+02 
1.2636861e+01 9.9816959e+12 1.1479462e-01 4.0696576e-02 4.4356445e+01 8.8889733e+01 9.1746665e+02 8.8495792e+02 6.3779913e+00 3.9909264e+00 9.2986154e+02 9.2856820e+02 
3.1239447e+01 1.1557249e+14 1.5282992e-01 9.8197406e-02 1.1069793e+02 1.2579455e+02 9.0816203e+02 8.4203895e+02 7.7183955e+01 5.6058920e+01 8.3654966e+02 8.3525632e+02 
1.6917398e+01 2.5076513e+13 1.1760794e-01 5.1094154e-02 6.1373797e+01 9.5199011e+01 9.1576215e+02 8.7177919e+02 1.5985663e+01 1.0133560e+01 9.1600385e+02 9.1471051e+02 
3.7455757e+01 1.0856021e+14 2.5626954e-01 7.5219852e-02 1.2714562e+02 9.8076595e+01 8.8473563e+02 8.3684888e+02 6.9059603e+01 5.5442750e+01 8.4416116e+02 8.4286782e+02 
1.3705657e+01 3.3223694e+13 7.6133274e-02 7.0808794e-02 6.1525666e+01 1.1366500e+02 9.2710430e+02 8.8237897e+02 2.1257816e+01 1.3003470e+01 9.0885272e+02 9.0755938e+02 
1.0750112e+01 2.1217065e+13 7.0331357e-02 4.2125899e-02 5.2512010e+01 1.0436799e+02 9.3017369e+02 8.8976681e+02 1.3844354e+01 8.1444370e+00 9.1932789e+02 9.1803455e+02 
1.4324216e+01 1.6937727e+13 1.1021535e-01 6.4544598e-02 5.2986793e+01 9.8996753e+01 9.1777565e+02 8.8165614e+02 1.0497080e+01 6.6655752e+00 9.2377524e+02 9.2248190e+02 
2.4118219e+01 7.0623315e+14 2.4338239e-01 6.1702016e-03 2.8006964e+02 1.0715482e+02 1.0822902e+03 9.8250828e+02 4.4221584e+02 4.2192991e+02 4.9203887e+02 4.9074553e+02 
3.8485081e+01 1.3778918e+14 1.8566972e-01 7.5207942e-02 1.2046515e+02 1.0615316e+02 8.9922651e+02 8.2501786e+02 9.3356952e+01 6.9765326e+01 8.1825364e+02 8.1696030e+02 
7.1146827e+00 1.5340874e+12 9.7613662e-02 6.2700552e-02 2.1429867e+01 9.2536366e+01 9.2102091e+02 9.0484656e+02 1.0071836e+00 6.3831563e-01 9.3797300e+02 9.3667966e+02 
3.4632092e+01 1.0774428e+14 1.7557144e-01 2.8221578e-03 1.0919797e+02 1.0926696e+01 9.0538309e+02 8.1401928e+02 7.5592198e+01 5.0226980e+01 8.4159049e+02 8.4029715e+02 
3.9820934e+01 1.2891283e+14 2.0188034e-01 9.4752806e-02 1.1937917e+02 1.1071888e+02 8.8988555e+02 8.2720759e+02 8.5412203e+01 6.6342128e+01 8.2628654e+02 8.2499321e+02 
