1000
T Rho Ye Ym Mue Mum Mun Mup Un Up M*n M*p
3.6235649e+01 1.5533370e+14 1.6543011e-01 8.4181500e-02 1.2418697e+02 1.2180382e+02 9.0982807e+02 8.3187058e+02 1.0631481e+02 7.9301521e+01 8.0325630e+02 8.0196296e+02 
7.9972501e+00 2.5930309e+12 1.0064294e-01 2.8569365e-02 2.6669967e+01 8.7155000e+01 9.2163218e+02 9.0025988e+02 1.7330169e+00 1.0598103e+00 9.3687808e+02 9.3558474e+02 
2.8857719e+01 5.4844924e+14 2.4669507e-01 1.4557146e-02 2.5441028e+02 1.1692278e+02 1.0170886e+03 9.2690097e+02 3.4660174e+02 3.2075758e+02 5.6225525e+02 5.6096191e+02 
1.8471352e+01 3.4966249e+13 1.1597536e-01 9.4984370e-02 6.8737165e+01 1.1190801e+02 9.1461373e+02 8.7223215e+02 2.1354124e+01 1.4175978e+01 9.0813603e+02 9.0684269e+02 
5.3600571e+01 3.0081246e+14 2.2735028e-01 8.0548668e-02 1.6689020e+02 1.1714824e+02 9.1120196e+02 8.3204496e+02 1.9622155e+02 1.7011807e+02 7.0526059e+02 7.0396726e+02 
3.6788223e+01 1.4494622e+14 2.6307547e-01 7.6915650e-02 1.4814551e+02 1.1336112e+02 8.9605428e+02 8.4725821e+02 9.4260875e+01 7.7652574e+01 8.1324435e+02 8.1195101e+02 
5.1035332e+01 2.9765479e+14 2.0216031e-01 9.7753103e-02 1.6043277e+02 1.3429189e+02 9.1547240e+02 8.3483967e+02 1.9463469e+02 1.6743850e+02 7.0635710e+02 7.0506376e+02 
4.7823170e+01 2.5863020e+14 1.9433382e-01 9.8733469e-02 1.5146639e+02 1.3290136e+02 9.1083261e+02 8.3168512e+02 1.7149250e+02 1.4386454e+02 7.2989234e+02 7.2859901e+02 
6.2028255e+00 5.3787178e+11 1.2782736e-01 6.7176812e-02 1.5341389e+01 8.9352476e+01 9.1829000e+02 9.0702185e+02 3.6170861e-01 2.4363954e-01 9.3897637e+02 9.3768303e+02 
4.1281391e+01 1.2020416e+14 2.3945366e-01 8.6834286e-02 1.2329368e+02 9.9776854e+01 8.8007508e+02 8.2662588e+02 7.7968735e+01 6.2596357e+01 8.3410337e+02 8.3281004e+02 
2.5669378e+01 7.2751619e+14 2.3929529e-01 6.4792647e-02 2.8043495e+02 2.0217596e+02 1.0831573e+03 1.0048163e+03 4.5490477e+02 4.3991413e+02 4.8305655e+02 4.8176321e+02 
4.8011303e+01 3.5395124e+14 2.4669680e-01 6.5317174e-02 1.9591534e+02 1.2656130e+02 9.3502254e+02 8.5966212e+02 2.2830659e+02 2.0304563e+02 6.7191636e+02 6.7062302e+02 
3.1442688e+01 2.9664101e+14 2.5756365e-01 2.0362661e-02 2.0399634e+02 1.0081975e+02 9.4244975e+02 8.6763620e+02 1.9494899e+02 1.6474021e+02 7.0057781e+02 6.9928447e+02 
5.9360533e+00 3.4016353e+11 1.4464754e-01 9.0169343e-02 1.3041742e+01 8.9486756e+01 9.1665097e+02 9.0766339e+02 2.2702516e-01 1.6157237e-01 9.3918690e+02 9.3789356e+02 
2.7433369e+01 1.1191421e+14 1.3055439e-01 9.4545723e-02 1.0662296e+02 1.3017281e+02 9.1652578e+02 8.4848564e+02 7.5547056e+01 5.2982194e+01 8.3887712e+02 8.3758379e+02 
2.1308641e+01 6.0344713e+14 2.5210363e-01 9.6129420e-02 2.6988224e+02 2.1820227e+02 1.0265897e+03 9.7045039e+02 3.7837322e+02 3.6366911e+02 5.3259200e+02 5.3129866e+02 
2.4812523e+01 7.1340977e+14 2.4019557e-01 5.0901284e-02 2.7937877e+02 1.8849208e+02 1.0792478e+03 9.9629932e+02 4.4650527e+02 4.2999579e+02 4.8847340e+02 4.8718006e+02 
5.0952518e+01 2.4965064e+14 2.1927188e-01 3.1326511e-02 1.5306712e+02 6.1914696e+01 9.0839530e+02 8.0913250e+02 1.6784773e+02 1.3472966e+02 7.3666955e+02 7.3537621e+02 
3.7335979e+01 1.2056932e+14 1.8724768e-01 6.7952905e-02 1.1487962e+02 9.8517265e+01 8.9682812e+02 8.2455874e+02 8.1292408e+01 5.9719481e+01 8.3247985e+02 8.3118651e+02 
2.6889233e+01 6.6751161e+13 1.5068583e-01 9.7757981e-02 9.0267471e+01 1.1392479e+02 9.0349487e+02 8.5080230e+02 4.2338194e+01 2.9954718e+01 8.7963393e+02 8.7834059e+02 
2.5593103e+01 7.1758522e+14 2.4125180e-01 7.5499694e-02 2.7992852e+02 2.1056743e+02 1.0769955e+03 1.0041891e+03 4.4885651e+02 4.3457076e+02 4.8663040e+02 4.8533706e+02 
1.8058767e+01 5.1966376e+14 2.5810018e-01 6.7830254e-02 2.5992093e+02 1.9282325e+02 1.0015802e+03 9.4062509e+02 3.2822608e+02 3.0886167e+02 5.7110354e+02 5.6981021e+02 
1.7221010e+01 4.6996782e+13 9.4121538e-02 3.4812575e-02 7.3214558e+01 9.9233701e+01 9.2478321e+02 8.6628103e+02 3.2072737e+01 1.9501569e+01 8.9467266e+02 8.9337932e+02 
1.8572824e+01 5.1652669e+14 2.6535171e-01 1.6633507e-02 2.6162977e+02 1.3710505e+02 1.0061674e+03 9.2942137e+02 3.2731795e+02 3.0275550e+02 5.7329253e+02 5.7199919e+02 
5.4404707e+00 2.2677443e+11 1.5584067e-01 5.0108499e-02 1.1458465e+01 8.6121938e+01 9.1737314e+02 9.0818987e+02 1.5600892e-01 1.0770904e-01 9.3930809e+02 9.3801475e+02 
2.9331181e+01 6.8218341e+14 2.3868935e-01 2.1884392e-02 2.7156756e+02 1.4070773e+02 1.0695453e+03 9.7360070e+02 4.2767670e+02 4.0731982e+02 5.0364827e+02 5.0235493e+02 
2.4493067e+01 7.9610608e+14 2.3336685e-01 6.4796068e-02 2.8756666e+02 2.0856277e+02 1.1158935e+03 1.0327346e+03 4.9707424e+02 4.8386213e+02 4.5712266e+02 4.5582933e+02 
2.1389748e+01 4.7933928e+13 1.2513691e-01 8.5444622e-02 7.7824174e+01 1.1128683e+02 9.1238039e+02 8.6281201e+02 3.0269561e+01 2.0232018e+01 8.9604577e+02 8.9475243e+02 
1.9168516e+01 2.2585293e+13 1.4608428e-01 3.8715196e-02 6.1295005e+01 8.1010356e+01 9.0755607e+02 8.6386102e+02 1.4401793e+01 9.3785274e+00 9.1812259e+02 9.1682925e+02 
5.5552113e+01 3.7686533e+14 2.1174219e-01 5.0241023e-02 1.7707252e+02 9.7565245e+01 9.3911447e+02 8.3483190e+02 2.4389433e+02 2.1201673e+02 6.6203260e+02 6.6073926e+02 
2.5526381e+01 8.1467557e+14 2.3272789e-01 6.4673729e-02 2.8903497e+02 2.0892538e+02 1.1254579e+03 1.0410011e+03 5.0898345e+02 4.9630101e+02 4.5100903e+02 4.4971570e+02 
2.4278414e+01 7.0646306e+14 2.3897290e-01 9.8761269e-02 2.7822908e+02 2.2781031e+02 1.0693716e+03 1.0055954e+03 4.4203762e+02 4.2914374e+02 4.9007869e+02 4.8878535e+02 
4.9459507e+01 2.8061848e+14 1.9767933e-01 7.6841763e-02 1.5647199e+02 1.1927104e+02 9.1635436e+02 8.2692300e+02 1.8533288e+02 1.5476974e+02 7.1642974e+02 7.1513639e+02 
1.7411600e+01 3.1582906e+13 1.1139663e-01 7.3017294e-02 6.5851345e+01 1.0590385e+02 9.1699461e+02 8.7273683e+02 1.9769798e+01 1.2718931e+01 9.1059929e+02 9.0930595e+02 
3.5604702e+01 7.5775041e+14 2.3215076e-01 6.4576223e-02 2.7454233e+02 1.9333706e+02 1.0964971e+03 1.0110642e+03 4.7393574e+02 4.5933040e+02 4.7636647e+02 4.7507314e+02 
1.7544632e+01 5.5047610e+13 8.7012321e-02 2.2698513e-02 7.5364188e+01 9.3026009e+01 9.2714264e+02 8.6133246e+02 3.8752930e+01 2.3164855e+01 8.8634435e+02 8.8505101e+02 
2.3165028e+01 6.4101568e+14 2.4674974e-01 8.8182209e-02 2.7257228e+02 2.1520960e+02 1.0430337e+03 9.8038131e+02 4.0195449e+02 3.8700255e+02 5.1685090e+02 5.1555756e+02 
1.2147654e+01 2.7628646e+13 7.1283005e-02 8.5690478e-03 5.7173403e+01 8.3442756e+01 9.3038834e+02 8.7928613e+02 1.9413229e+01 1.1212637e+01 9.1180415e+02 9.1051081e+02 
4.7063854e+01 2.3395472e+14 2.0096338e-01 8.8312518e-02 1.4767502e+02 1.2206309e+02 9.0805749e+02 8.2869604e+02 1.5853865e+02 1.3088374e+02 7.4614112e+02 7.4484778e+02 
9.4055271e+00 4.0456969e+12 1.0833853e-01 7.1883495e-02 3.1853137e+01 9.4835011e+01 9.1917221e+02 8.9818561e+02 2.5210420e+00 1.6192402e+00 9.3561147e+02 9.3431813e+02 
9.6413918e+00 7.2228054e+12 8.7903194e-02 2.3283257e-02 3.7492413e+01 8.8488066e+01 9.2436983e+02 8.9340251e+02 4.7931367e+00 2.8502878e+00 9.3232088e+02 9.3102754e+02 
3.0353746e+01 7.8376785e+14 2.3517771e-01 2.6884673e-02 2.8317623e+02 1.5450535e+02 1.1149437e+03 1.0150609e+03 4.8952813e+02 4.7332735e+02 4.6513281e+02 4.6383947e+02 
9.5560408e+00 6.2519934e+12 9.2329063e-02 1.3479983e-02 3.6018201e+01 8.1935293e+01 9.2355913e+02 8.9296816e+02 4.2115731e+00 2.5017663e+00 9.3318771e+02 9.3189437e+02 
5.3229362e+01 3.7031859e+14 2.3412155e-01 1.7817734e-02 1.8792505e+02 4.9499582e+01 9.4156879e+02 8.3471948e+02 2.4039264e+02 2.0700368e+02 6.6472461e+02 6.6343128e+02 
1.0875430e+01 1.4578284e+13 7.9323977e-02 7.4874556e-02 4.6993074e+01 1.0677714e+02 9.2589299e+02 8.9324773e+02 8.8871569e+00 5.4247642e+00 9.2623521e+02 9.2494187e+02 
6.4325929e+00 7.1508997e+11 1.1966162e-01 9.6130752e-02 1.6911390e+01 9.2629770e+01 9.1864958e+02 9.0765111e+02 4.6553626e-01 3.1904611e-01 9.3880270e+02 9.3750936e+02 
1.8811264e+01 4.9725940e+14 2.5850824e-01 2.8039477e-02 2.5580094e+02 1.5277137e+02 9.9927254e+02 9.2494701e+02 3.1543247e+02 2.9071410e+02 5.8300125e+02 5.8170791e+02 
1.8081106e+01 3.1117237e+13 1.1790581e-01 8.7745441e-02 6.6171093e+01 1.0817574e+02 9.1421074e+02 8.7254366e+02 1.9051700e+01 1.2570493e+01 9.1139876e+02 9.1010542e+02 
5.1055378e+01 2.6367891e+14 2.1276236e-01 4.3665797e-02 1.5482920e+02 8.0544265e+01 9.1111093e+02 8.1342349e+02 1.7563157e+02 1.4287915e+02 7.2774021e+02 7.2644687e+02 
5.7941847e+00 1.2094385e+11 2.1266459e-01 4.5894802e-02 8.6800569e+00 8.0089538e+01 9.1147359e+02 9.0385904e+02 8.2569440e-02 6.1506425e-02 9.3942517e+02 9.3813183e+02 
2.5105591e+01 3.2451998e+14 2.6136056e-01 7.1806334e-02 2.1744224e+02 1.6631987e+02 9.4674246e+02 8.9296241e+02 2.0947605e+02 1.8696657e+02 6.8105284e+02 6.7975951e+02 
3.3970772e+01 4.7732169e+14 2.4648273e-01 6.4079796e-02 2.3769885e+02 1.6801443e+02 9.8521871e+02 9.1420736e+02 3.0303194e+02 2.8049995e+02 5.9903741e+02 5.9774407e+02 
2.9604868e+01 7.9888418e+14 2.3424862e-01 3.6820301e-02 2.8521170e+02 1.7199184e+02 1.1207981e+03 1.0245182e+03 4.9874071e+02 4.8373859e+02 4.5912903e+02 4.5783569e+02 
9.5951843e+00 6.5086617e+12 9.1134183e-02 1.4602184e-02 3.6414121e+01 8.2958663e+01 9.2376924e+02 8.9286082e+02 4.3772646e+00 2.5983249e+00 9.3294286e+02 9.3164952e+02 
3.9150425e+01 1.6074480e+14 1.8028428e-01 2.5513218e-02 1.2708448e+02 6.5077128e+01 9.1052595e+02 8.1295413e+02 1.1246275e+02 8.0170274e+01 7.9871019e+02 7.9741686e+02 
2.9007111e+01 5.5018612e+14 2.4646318e-01 7.8348275e-02 2.5450687e+02 1.9357159e+02 1.0091948e+03 9.4376063e+02 3.4646973e+02 3.2778432e+02 5.6083121e+02 5.5953787e+02 
5.0683556e+01 2.7209829e+14 2.3356716e-01 8.0002590e-02 1.6538770e+02 1.1710587e+02 9.0642626e+02 8.3297341e+02 1.7833383e+02 1.5329687e+02 7.2207756e+02 7.2078422e+02 
3.0432827e+01 6.3116323e+14 2.4106546e-01 8.9158823e-02 2.6425974e+02 2.0824547e+02 1.0384344e+03 9.7241853e+02 3.9606656e+02 3.8034971e+02 5.2442512e+02 5.2313178e+02 
1.3423357e+01 2.0933482e+13 9.1316327e-02 9.7578980e-02 5.4817876e+01 1.1161934e+02 9.2190338e+02 8.8723019e+02 1.2430027e+01 7.9204735e+00 9.2093600e+02 9.1964266e+02 
2.6057341e+01 6.3514178e+14 2.4308997e-01 3.6200479e-02 2.6859363e+02 1.6453021e+02 1.0482283e+03 9.6313800e+02 3.9908271e+02 3.7863587e+02 5.2150254e+02 5.2020920e+02 
2.8061489e+01 6.3370800e+14 2.4235217e-01 9.5958765e-02 2.6680162e+02 2.1557619e+02 1.0388079e+03 9.7654410e+02 3.9747817e+02 3.8261321e+02 5.2211273e+02 5.2081939e+02 
2.5059752e+01 2.9721774e+14 2.6244339e-01 5.7165275e-02 2.1098036e+02 1.5262150e+02 9.4277583e+02 8.8596509e+02 1.9344006e+02 1.6904163e+02 6.9804447e+02 6.9675113e+02 
6.3150740e+00 1.4630045e+11 2.1269383e-01 3.9528250e-02 9.0001338e+00 7.7178111e+01 9.0939039e+02 9.0098386e+02 1.0018870e-01 7.4189238e-02 9.3939596e+02 9.3810262e+02 
9.8127813e+00 1.2079539e+13 7.5092375e-02 1.3603409e-02 4.3617442e+01 8.7642979e+01 9.2841798e+02 8.9075505e+02 8.2059361e+00 4.7640373e+00 9.2740195e+02 9.2610861e+02 
2.4658449e+01 4.2002041e+13 1.6028333e-01 6.7836696e-02 7.7202097e+01 9.3608419e+01 9.0084349e+02 8.5202717e+02 2.6381546e+01 1.8134196e+01 9.0112636e+02 8.9983302e+02 
3.6208652e+01 1.2953557e+14 2.6340327e-01 2.9513333e-02 1.4171633e+02 7.0804343e+01 8.9817369e+02 8.3730611e+02 8.5645752e+01 6.6129267e+01 8.2554315e+02 8.2424981e+02 
2.7101973e+01 5.3019442e+13 1.6599123e-01 2.6472536e-02 8.4193666e+01 6.6289961e+01 9.0145704e+02 8.3874281e+02 3.5173309e+01 2.3259545e+01 8.9014933e+02 8.8885599e+02 
2.3725403e+01 6.9139015e+14 2.4183273e-01 2.0737040e-02 2.7759561e+02 1.4765682e+02 1.0741973e+03 9.8066972e+02 4.3331567e+02 4.1355364e+02 4.9745317e+02 4.9615983e+02 
4.9911442e+01 6.0372342e+14 2.3474304e-01 6.2241325e-02 2.3854165e+02 1.5322925e+02 1.0225246e+03 9.3462626e+02 3.7948755e+02 3.5943338e+02 5.4695815e+02 5.4566482e+02 
7.9665875e+00 4.2805106e+12 7.9818942e-02 4.8235547e-02 3.0322624e+01 9.5893868e+01 9.2522654e+02 9.0154385e+02 2.7625954e+00 1.6581085e+00 9.3532925e+02 9.3403591e+02 
6.0563693e+00 1.5975422e+11 1.9945905e-01 5.6191193e-02 9.6222129e+00 8.1428337e+01 9.1143855e+02 9.0338476e+02 1.0870609e-01 8.0563270e-02 9.3938130e+02 9.3808796e+02 
2.6004797e+01 8.0957349e+14 2.3303699e-01 7.4801729e-02 2.8826001e+02 2.1716490e+02 1.1211052e+03 1.0412203e+03 5.0576278e+02 4.9360731e+02 4.5272115e+02 4.5142781e+02 
5.2822216e+01 3.9322818e+14 2.3643354e-01 2.2463069e-02 1.9476972e+02 6.3194239e+01 9.4869235e+02 8.4492448e+02 2.5393230e+02 2.2205570e+02 6.5185281e+02 6.5055947e+02 
3.5301342e+01 7.8708111e+13 2.1968555e-01 9.8731053e-02 1.0327438e+02 1.0127864e+02 8.8094931e+02 8.3510836e+02 4.8921495e+01 3.8256373e+01 8.6978962e+02 8.6849628e+02 
1.7356655e+01 2.2918820e+13 1.2701723e-01 3.1014568e-02 6.0355462e+01 8.2778073e+01 9.1383940e+02 8.6822927e+02 1.4894533e+01 9.3722635e+00 9.1761034e+02 9.1631699e+02 
5.3620548e+01 3.0103580e+14 2.2727326e-01 3.0065742e-02 1.6689251e+02 6.2505074e+01 9.1834703e+02 8.1642751e+02 1.9851580e+02 1.6531408e+02 7.0521764e+02 7.0392430e+02 
6.4946489e+00 1.9517014e+11 1.9558796e-01 7.7532549e-03 1.0105029e+01 6.7350786e+01 9.1048378e+02 8.9991671e+02 1.3665939e-01 9.5385669e-02 9.3934001e+02 9.3804667e+02 
2.4404697e+01 6.4416318e+13 1.3385761e-01 6.7918345e-02 8.7446812e+01 1.0663098e+02 9.1141602e+02 8.5189817e+02 4.2309260e+01 2.8202362e+01 8.8057884e+02 8.7928550e+02 
5.2858547e+01 4.9213467e+14 2.3619311e-01 4.7079803e-02 2.1545794e+02 1.1602347e+02 9.7946829e+02 8.8526058e+02 3.1257521e+02 2.8699852e+02 6.0050309e+02 5.9920975e+02 
5.6177344e+00 1.9292081e+11 1.7182468e-01 8.6494317e-02 1.0689218e+01 8.7379770e+01 9.1509977e+02 9.0751370e+02 1.2957962e-01 9.5620331e-02 9.3934590e+02 9.3805256e+02 
1.2272824e+01 9.9565804e+12 1.1022225e-01 5.1132848e-02 4.3993123e+01 9.3053988e+01 9.1840637e+02 8.8714431e+02 6.2762388e+00 3.9391423e+00 9.2999794e+02 9.2870460e+02 
3.6268925e+01 1.1181952e+14 2.6138815e-01 8.8528687e-02 1.3192751e+02 1.0927520e+02 8.8668716e+02 8.4439865e+02 7.0250115e+01 5.7748730e+01 8.4172297e+02 8.4042963e+02 
3.4562302e+01 6.7930203e+14 2.3637633e-01 5.8196960e-02 2.6629986e+02 1.8170418e+02 1.0620959e+03 9.7863283e+02 4.2579258e+02 4.0832258e+02 5.0666853e+02 5.0537520e+02 
2.0880018e+01 7.1278950e+13 1.0397778e-01 5.0970041e-02 8.6393923e+01 1.0917734e+02 9.2311598e+02 8.5679805e+02 4.8880346e+01 3.0849952e+01 8.7296670e+02 8.7167336e+02 
3.0579092e+01 7.9564122e+14 2.3128439e-01 6.6703074e-02 2.8285480e+02 2.0438720e+02 1.1147265e+03 1.0301026e+03 4.9677112e+02 4.8350745e+02 4.5998023e+02 4.5868689e+02 
4.9426632e+01 3.7435284e+14 2.4439555e-01 5.4224982e-02 1.9808876e+02 1.1579107e+02 9.4124062e+02 8.5863027e+02 2.4114992e+02 2.1434699e+02 6.6092857e+02 6.5963524e+02 
1.0500353e+01 1.8828195e+13 7.0476890e-02 7.1953092e-02 5.0302716e+01 1.1048355e+02 9.2906076e+02 8.9377358e+02 1.1553091e+01 6.9353043e+00 9.2245854e+02 9.2116520e+02 
6.9382358e+00 9.5868577e+11 1.1126404e-01 5.2707510e-02 1.8174076e+01 8.8520471e+01 9.1875445e+02 9.0412543e+02 6.4719880e-01 4.1810383e-01 9.3853253e+02 9.3723919e+02 
3.8813679e+01 1.6555082e+14 1.7631079e-01 6.7951706e-03 1.2805115e+02 2.5083574e+01 9.1470992e+02 8.0808231e+02 1.1674835e+02 8.1352931e+01 7.9467745e+02 7.9338411e+02 
2.1541506e+01 3.4883198e+13 1.4402573e-01 3.6573234e-02 7.1306578e+01 8.1844349e+01 9.0813474e+02 8.5610035e+02 2.2634982e+01 1.4664134e+01 9.0676943e+02 9.0547608e+02 
2.3461926e+01 5.8406744e+13 1.3160118e-01 2.2725845e-02 8.4196374e+01 7.6770266e+01 9.1425407e+02 8.4656462e+02 3.9945836e+01 2.5187212e+01 8.8448789e+02 8.8319455e+02 
3.8532005e+01 1.3518441e+14 1.8762387e-01 7.6632611e-02 1.1987180e+02 1.0602820e+02 8.9798430e+02 8.2519725e+02 9.1389131e+01 6.8477077e+01 8.2042468e+02 8.1913134e+02 
3.0842901e+01 1.4250743e+14 1.4059032e-01 2.1607259e-02 1.1794535e+02 7.8755402e+01 9.2363816e+02 8.2526958e+02 1.0122500e+02 6.7432197e+01 8.1159955e+02 8.1030621e+02 
4.9665081e+01 3.2890309e+14 2.4417290e-01 5.0749455e-02 1.8640848e+02 1.0401516e+02 9.2758894e+02 8.4457150e+02 2.1388084e+02 1.8600900e+02 6.8712379e+02 6.8583045e+02 
2.3953537e+01 7.4040693e+14 2.3791961e-01 8.1788718e-02 2.8256996e+02 2.1887406e+02 1.0871242e+03 1.0150584e+03 4.6304997e+02 4.4969380e+02 4.7700074e+02 4.7570740e+02 
3.5158756e+01 7.3394968e+13 2.4693862e-01 3.5803117e-02 1.0603743e+02 6.0301484e+01 8.8239459e+02 8.2832664e+02 4.6727852e+01 3.4878148e+01 8.7368532e+02 8.7239199e+02 
1.4192550e+01 2.6952350e+13 8.8893935e-02 3.3526358e-02 5.9477085e+01 9.6217580e+01 9.2472109e+02 8.7712508e+02 1.7944442e+01 1.0779366e+01 9.1358675e+02 9.1229341e+02 
2.1665464e+01 3.9675436e+13 1.3685179e-01 6.2869648e-02 7.3844417e+01 9.7738490e+01 9.0908783e+02 8.5918373e+02 2.5263439e+01 1.6699598e+01 9.0296848e+02 9.0167514e+02 
1.0374969e+01 1.5679255e+13 7.3647678e-02 7.8799927e-02 4.7597709e+01 1.0943812e+02 9.2769732e+02 8.9504989e+02 9.4602773e+00 5.7317838e+00 9.2542534e+02 9.2413200e+02 
2.9769150e+01 7.8473857e+14 2.3185620e-01 6.4453721e-02 2.8225736e+02 2.0227197e+02 1.1102267e+03 1.0254715e+03 4.9027196e+02 4.7654827e+02 4.6356688e+02 4.6227354e+02 
4.2842140e+01 1.4646993e+14 2.4341452e-01 4.9037435e-02 1.3478500e+02 7.8508916e+01 8.8939790e+02 8.2072112e+02 9.8437108e+01 7.6924372e+01 8.1180892e+02 8.1051558e+02 
6.5170989e+00 7.5809627e+11 1.2150389e-01 7.4137311e-02 1.7459137e+01 9.0954944e+01 9.1880988e+02 9.0672916e+02 5.0119214e-01 3.3553532e-01 9.3875240e+02 9.3745906e+02 
2.6116388e+01 1.0908577e+14 1.2379635e-01 9.8587569e-02 1.0469378e+02 1.3308529e+02 9.1827746e+02 8.5175110e+02 7.3519863e+01 5.1285060e+01 8.4121661e+02 8.3992327e+02 
4.7358051e+01 2.7352491e+14 1.8835349e-01 3.1369635e-02 1.5405785e+02 7.5088097e+01 9.2465806e+02 8.1345844e+02 1.8330163e+02 1.4518946e+02 7.2034102e+02 7.1904768e+02 
5.5830555e+01 4.3004377e+14 2.2943376e-01 4.6272667e-02 1.9582173e+02 9.9911039e+01 9.5510281e+02 8.5608984e+02 2.7552631e+02 2.4693780e+02 6.3340139e+02 6.3210805e+02 
3.1237663e+01 5.4661874e+14 2.4516031e-01 4.9852427e-02 2.5175531e+02 1.6585083e+02 1.0113403e+03 9.3355381e+02 3.4501168e+02 3.2289642e+02 5.6379841e+02 5.6250507e+02 
2.8330158e+01 7.9609098e+14 2.3170884e-01 1.8019448e-03 2.8457829e+02 6.2782703e+01 1.1251716e+03 1.0125582e+03 4.9654368e+02 4.7879071e+02 4.6078230e+02 4.5948896e+02 
4.8363747e+01 6.3857426e+14 2.3388368e-01 9.7839255e-02 2.4560705e+02 1.9168970e+02 1.0330281e+03 9.6090565e+02 4.0056117e+02 3.8508860e+02 5.3053807e+02 5.2924474e+02 
4.7534851e+01 4.9465581e+14 2.4071808e-01 6.2998711e-02 2.2456251e+02 1.4572601e+02 9.8235560e+02 9.0080501e+02 3.1355318e+02 2.9059412e+02 5.9665193e+02 5.9535860e+02 
3.7285625e+01 1.2678105e+14 1.8316561e-01 7.3543088e-02 1.1660127e+02 1.0426833e+02 8.9874361e+02 8.2603196e+02 8.5590572e+01 6.3193039e+01 8.2732128e+02 8.2602794e+02 
1.6369667e+01 4.7519992e+13 8.4456116e-02 7.0797835e-02 7.1269655e+01 1.1617809e+02 9.2545939e+02 8.7352848e+02 3.1199935e+01 1.9435220e+01 8.9542838e+02 8.9413504e+02 
7.0533776e+00 1.5281016e+12 9.7134776e-02 7.6391806e-02 2.1431638e+01 9.4195715e+01 9.2107937e+02 9.0577982e+02 9.8700363e-01 6.3329922e-01 9.3799687e+02 9.3670353e+02 
2.6778528e+01 6.1409013e+14 2.4453779e-01 2.8989729e-02 2.6551474e+02 1.5218353e+02 1.0404629e+03 9.5361496e+02 3.8623914e+02 3.6438898e+02 5.3111934e+02 5.2982600e+02 
6.5057802e+00 2.6299754e+11 1.7287183e-01 5.1577819e-02 1.1395769e+01 8.1582632e+01 9.1210314e+02 9.0223780e+02 1.8014718e-01 1.2823111e-01 9.3926581e+02 9.3797246e+02 
5.7590477e+01 4.1716138e+14 2.2428508e-01 9.7358249e-03 1.8824771e+02 2.6389150e+01 9.5402064e+02 8.3285974e+02 2.6865809e+02 2.3395593e+02 6.4111914e+02 6.3982580e+02 
4.9575970e+01 2.5203491e+14 2.0716760e-01 8.7516314e-02 1.5160188e+02 1.2035757e+02 9.0596005e+02 8.2642258e+02 1.6770065e+02 1.4044944e+02 7.3465215e+02 7.3335881e+02 
5.1468464e+01 5.8905517e+14 2.3407649e-01 2.1778848e-02 2.3390204e+02 8.5237024e+01 1.0216285e+03 9.1354500e+02 3.7132887e+02 3.4637437e+02 5.5459429e+02 5.5330095e+02 
5.2178783e+00 1.0964812e+11 1.9791718e-01 6.2960270e-02 8.6667761e+00 8.4651398e+01 9.1455490e+02 9.0761294e+02 7.4548383e-02 5.5462445e-02 9.3943857e+02 9.3814523e+02 
5.2868458e+01 3.1500884e+14 2.3214631e-01 7.2794419e-03 1.7368146e+02 1.9330639e+01 9.2621606e+02 8.1583879e+02 2.0749615e+02 1.7165735e+02 6.9668226e+02 6.9538892e+02 
6.2275991e+00 2.3219134e+11 1.7239466e-01 6.1631640e-02 1.0936863e+01 8.3389686e+01 9.1285956e+02 9.0373859e+02 1.5845695e-01 1.1401631e-01 9.3930044e+02 9.3800710e+02 
9.0734978e+00 9.3577061e+12 7.2352566e-02 2.1796371e-02 3.9345325e+01 9.2323045e+01 9.2824729e+02 8.9454936e+02 6.2751559e+00 3.6524912e+00 9.3018694e+02 9.2889360e+02 
3.8744461e+01 1.2854906e+14 1.9228645e-01 4.4361377e-02 1.1798570e+02 7.9510949e+01 8.9828465e+02 8.1714468e+02 8.8041251e+01 6.3584714e+01 8.2550784e+02 8.2421450e+02 
2.4976006e+01 8.2029621e+14 2.3232162e-01 7.3642289e-02 2.8986358e+02 2.1788362e+02 1.1270063e+03 1.0461081e+03 5.1256181e+02 5.0060606e+02 4.4857767e+02 4.4728434e+02 
5.4812389e+01 4.1927397e+14 2.3151897e-01 1.4648698e-02 1.9581401e+02 4.3551528e+01 9.5645533e+02 8.4403073e+02 2.6967541e+02 2.3674822e+02 6.3879988e+02 6.3750655e+02 
3.8022865e+01 7.1316154e+14 2.3385154e-01 1.9135915e-02 2.6713690e+02 1.2000119e+02 1.0815899e+03 9.7712540e+02 4.4632434e+02 4.2651912e+02 4.9570883e+02 4.9441549e+02 
1.8728722e+01 4.1783845e+13 1.1016305e-01 5.6649763e-03 7.2464290e+01 5.6892706e+01 9.2055605e+02 8.5760109e+02 2.9017271e+01 1.7468090e+01 8.9889836e+02 8.9760502e+02 
3.9826969e+01 1.2813248e+14 2.0250276e-01 9.5966571e-02 1.1918657e+02 1.1102339e+02 8.8941371e+02 8.2741309e+02 8.4750238e+01 6.5945398e+01 8.2698900e+02 8.2569566e+02 
3.3191143e+01 1.6232594e+14 2.6355189e-01 6.5989410e-02 1.6036751e+02 1.1943259e+02 9.0821984e+02 8.5711063e+02 1.0679866e+02 8.7632178e+01 7.9820833e+02 7.9691499e+02 
